category_id,row_id,doc_id,date,title,title_only,needs_review,annual_block,name,review_purpose,excerpt
C0686,3735222,paper:W4393264114,2024-03-28,Complex network theory and game theory-based partitioning decision-making of parallel restoration for resilient power grid,False,False,2023H2_2024H1,电网灾害韧性与恢复,新增候选或新类型补审,"The ability of fast restoration reflects power system resilience and safety. This paper proposes a partitioning decision-making method for parallel restoration based on the label propagation algorithm and the cooperative game theory. The topological and physical characteristics of blackout systems are considered as the edge weight and the node importance simultaneously for formulating the partitioning model. By the label propagation algorithm, various labels representing different subsystems mark all buses. To accelerate the speed of convergence and prevent the label oscillation, this paper proposes a game strategy of cooperation between buse"
C0686,3755129,paper:W4394972944,2024-04-17,Equitably allocating wildfire resilience investments for power grids: The curse of aggregation and vulnerability indices,False,False,2023H2_2024H1,电网灾害韧性与恢复,新增候选或新类型补审,"Social vulnerability indices have increased traction for guiding infrastructure investment decisions to prioritize communities that need these investments most. One such plan is the Biden-Harris Justice40 initiative, which aims to guide equitable infrastructure investments by ensuring that disadvantaged communities defined by the Climate & Economic Justice Screening Tool (CEJST) receive 40% of the total benefit realized by the investment. However, there is limited research on the practicality of applying vulnerability indices like the CEJST to real-world decision-making for policy outcomes. In this paper, we study this gap by examining the ef"
C0132,3659240,paper:W4390409297,2023-12-29,In-Situ Colloidal Synthetic Route to Monodispersed NiCo 2 S 4 Nanoparticles over Nickel Foam for High-Performance Supercapacitive Charge Storage,False,False,2023H2_2024H1,超级电容器复合电极材料,新增候选或新类型补审,"Abstract One‐step colloidal synthetic route was adopted to in‐situ grow monodispersed NiCo 2 S 4 nanoparticles (NPs) on nickel foam (NF) from metallic salts with benzyl disulfide in the media of oleylamine and octadecene. Owing to the favorable dispersion and considerable redox activity of NiCo 2 S 4 along with tight and binder‐free connection with NF, the obtained battery‐type supercapacitor delivered a specific capacitance of 1790.8 F g −1 at 1 A g −1 via a three‐electrode system. Simultaneously, it just degraded 40 % at 20 A g −1 and maintained 86.8 % of initial specific capacitance (C 0 ) after 2000 cyclic trials at 10 A g −1 . When the N"
C0132,3806024,paper:W4399755993,2024-06-16,2D Fractal Arrays of Ultrathin Silicon Nanowires as Cost-Effective and High-Performance Substrate for Supercapacitors,False,True,2023H2_2024H1,超级电容器复合电极材料,新增候选或新类型补审,"Silicon is the most diffused material in the industry; thus, considering its high capacity for energy storage, silicon‐based materials are well studied as battery anodes and supercapacitors. Si nanowires (NWs) emerge due to the high surface to volume ratio, its compatibility with a wafer processing typical of microelectronics, and are studied as anodes for lithium batteries as well as coupled with other materials for supercapacitor application. In this article, the synthesis and application are reported as a lithium anode of 2D fractal arrays of ultrathin Si NWs obtained by a thin‐film metal‐assisted chemical etching (MACE). These Si NWs exhi"
C0132,3536208,paper:W4383736175,2023-07-08,Overcoming Challenges in Development of Manganese Oxide Supercapacitor Cathodes by Alkali-Free Hydrothermal Synthesis,False,False,2023H2_2024H1,超级电容器复合电极材料,新增候选或新类型补审,"This investigation is motivated by the need in the development of manganese oxide cathodes for supercapacitors with high capacitance at high charge–discharge rates and enhanced capacitance retention in a wide range of charge–discharge rates. It also addresses the challenge of eliminating the time-consuming activation procedure, which limits the applications of Mn3O4 cathodes. The new approach is based on the use of environmentally friendly and biocompatible pH modifiers–dispersants, such as polyethylenimine (PEI) and meglumine (MG) for hydrothermal synthesis. In this approach, the use of inorganic alkalis is avoided. We demonstrate the benefi"
C0067,4043174,paper:W4408318551,2025-03-12,Designing and optimization of a highly efficient and new lead-free Cs2RbGaI6 based double perovskite solar cell through SCAPS-1D and machine learning,True,True,2024H2_2025H1,钙钛矿太阳能电池界面与器件性能,既有核心跨年抽样核对,
C0556,4056622,paper:W4408839070,2025-03-24,Enhanced Zinc Deposition and Dendrite Suppression in Aqueous Zinc-Ion Batteries Via Citric Acid-Aspartame Electrolyte Additives,False,False,2024H2_2025H1,水系锌离子电池,既有核心跨年抽样核对,"Abstract Despite the advantages of low cost, safety, and environmental friendliness, aqueous zinc‐ion batteries (AZIBs) encounter challenges such as zinc dendrite formation, severe side reactions, and electrolyte instability. Many effective additives exhibit limited solubility in water, thus reducing their practical application potential. In this study, a dissolution‐promoting strategy is proposed by introducing citric acid (CA) to enhance the dissolution of aspartame (APM), resulting in a zinc sulfate electrolyte. Simulations and experiments indicate that CA regulates both the solvation structure of Zn 2+ and the pH of the electrolyte, while"
C0191,4128430,paper:W4411255401,2025-06-13,"Hydrogen adsorption on germanene doped with Sn, V, Ti, Zn, and Cu and decorated with K, Li, and Mg. A DFT study",False,False,2024H2_2025H1,固态储氢材料与反应器,新增候选或新类型补审,"Hydrogen storage in germanene doped with transition metals (Cu, Sn, Ti, V, and Zn) and decorated with alkali or alkaline-earth metals (K, Li, and Mg) was investigated using first-principles calculations within the framework of Density Functional Theory. The results indicate that while metal doping tends to be energetically unfavorable, K-decoration provides strong and stable interactions with germanene. Among the systems explored, Mg-decorated germanene lacked the necessary properties for effective hydrogen storage. In contrast, Sn-K and Ti-Li decorated systems exhibited favorable adsorption energies, rapid desorption kinetics at near-room te"
C0191,4005457,paper:W4406887488,2025-01-01,Hydrogen Storage Capacities of First-Row Transition-Metal Modified Phosphorene: A Computational Study,True,False,2024H2_2025H1,固态储氢材料与反应器,新增候选或新类型补审,
C0191,3925927,paper:W4404047423,2024-11-04,Effects of multiple operational parameters on recovery efficiency of underground hydrogen storage in aquifer,True,False,2024H2_2025H1,固态储氢材料与反应器,新增候选或新类型补审,
C0343,4105455,paper:W4410486276,2025-05-19,Plasticizers coupling engineering to intensify lithium ion transportation and thermal stability of polymer electrolyte for lithium metal battery,True,True,2024H2_2025H1,锂电池热行为与安全机制,新增候选或新类型补审,
C0343,3968732,paper:W4405634924,2024-12-20,Applications of theoretical calculations in alkali metal-ion battery investigation,True,True,2024H2_2025H1,锂电池热行为与安全机制,新增候选或新类型补审,
C0343,4036385,paper:W4408107463,2025-03-03,Online detection and in-situ characterization of lithium plating in lithium-ion batteries based on ultrasonic signals,True,True,2024H2_2025H1,锂电池热行为与安全机制,新增候选或新类型补审,
C0566,4005212,paper:W4406877807,2025-01-27,Steam reforming for winery wastewater treatment: Hydrogen production and energy self-sufficiency assessment,False,False,2024H2_2025H1,蒸汽重整制氢与合成气,新增候选或新类型补审,"A thermodynamic assessment using Gibbs free energy minimization to explore the potential of winery wastewater steam reforming (WWWSR) as a technique to treat water while simultaneously producing renewable hydrogen was conducted for the first time. This assessment focused on four types of reactors: a conventional reactor (CR), a sorption-enhanced reactor (SER) with CO 2 capture, a membrane reactor (MR) with H 2 removal, and a sorption-enhanced membrane reactor (SEMR) that combines features of both the SER and MR. The effects on WWWSR of temperature, pressure, water content in the feed, composition of winery wastewater (WWW), sorbent to feed ra"
C0566,3914289,paper:W4403634969,2024-10-22,Design and Optimization of a Chemical Looping Hydrogen Production System Using Steam Reforming for Petrochemical Plants,False,False,2024H2_2025H1,蒸汽重整制氢与合成气,新增候选或新类型补审,"High Resolution Image Download MS PowerPoint Slide Industrial pollution is a significant environmental concern, and researchers are seeking solutions to minimize its impact. Chemical looping combustion is an efficient technique to decrease CO 2 emissions. This study delves into its application within petrochemical plants for hydrogen production. In addition to its high efficiency in hydrogen production, this method yields pure CO 2 and nitrogen. The design features four reactors utilizing iron and nickel metals as oxygen carriers. A model in Aspen Plus was developed to simulate this design and evaluate its performance. Aspen Plus uses RGIBBS "
C0566,4135330,paper:W4411472411,2025-06-20,Tailoring Metallic and Acidic Functionalities in CuNi Supported Catalysts for Efficient Syngas Production via Dimethyl Ether-Steam Reforming,False,False,2024H2_2025H1,蒸汽重整制氢与合成气,新增候选或新类型补审,"Abstract In this work, bimetallic Cu–Ni alumina‐supported catalysts have been studied in the dimethyl ether‐steam reforming (DME‐SR) reaction. The in situ FTIR and steady‐state approach were combined to decouple sequential reactions of DME SR. This study shows a synergy effect in terms of catalytic activity and selectivity of syngas products. Cu–Ni interaction alters physicochemical properties, such as surface chemistry, redox behavior, and acidity balance. As a result, the catalytic trends are influenced by the catalysts' composition. Cu enhances Ni selectivity to CO and H 2 by preventing CO/CO 2 methanation by MeOH intermediate. Meanwhile, "
C0686,3934492,paper:W4404344024,2024-11-14,Resilience-oriented defense strategy for power systems against uncertain malicious coordinated attacks,True,False,2024H2_2025H1,电网灾害韧性与恢复,新增候选或新类型补审,
C0686,4110928,paper:W4410703878,2025-05-24,Assessing potential benefits of dynamic frequency restoration reserve dimensioning in multi-area power systems,False,False,2024H2_2025H1,电网灾害韧性与恢复,新增候选或新类型补审,"This article investigates the potential benefits of dynamic Frequency Restoration Reserve (FRR) allocation and dimensioning in a multi-area context, focusing on the Nordic Load-Frequency Control block. Emphasis is placed on how the available information impacts the FRR dimensioning. To assess the potential benefits, a model for multi-area FRR dimensioning is proposed, applicable to both static and dynamic dimensioning approaches. The proposed FRR dimensioning model includes a new application of a methodology to simulate imbalance scenarios and sequentially dimensions FRR capacity for reference incidents and normal imbalances. The main benefit"
C0686,4369101,paper:W7117253253,2025-01-01,Resilient Cyber-Physical Power Grids with Large-Scale UAV Integration,True,False,2024H2_2025H1,电网灾害韧性与恢复,新增候选或新类型补审,Dear Editor
C0132,4045074,paper:W4408382602,2025-03-11,Interface and surface engineering of MXenes and COFs for energy storage and conversion,False,False,2024H2_2025H1,超级电容器复合电极材料,新增候选或新类型补审,"Abstract MXenes, a class of two‐dimensional (2D) transition metal carbides, and covalent organic frameworks (COFs) deliver unique structural and electrochemical properties, making them promising candidates for energy storage and conversion applications. MXenes exhibit excellent conductivity and tunable surface chemistries, whereas the COFs provide high porosity and structural versatility. Recent advances in integrating MXene‐COF composites have revealed their potential to enhance charge transfer and energy storage/conversion properties. The work highlights key developments in MXene‐COF integration, offering insights into their applications in"
C0132,4132290,paper:W4411374039,2025-01-01,Single-step fabrication of Mn(iv) oxide-Mn(ii) sulfide/poly-2-mercaptoaniline porous network nanocomposite for pseudo-supercapacitors and charge storage,False,False,2024H2_2025H1,超级电容器复合电极材料,新增候选或新类型补审,"Abstract The single-step fabrication of the Mn( iv ) oxide-Mn( ii ) sulfide/Poly-2-mercaptoaniline porous network nanocomposite (MnO 2 -MnS/P2MA) involves incorporating the Mn source into the P2MA polymer during polymerization. XPS analysis confirms the presence of peaks corresponding to Mn( iv ) and Mn( ii ), while XRD analysis highlights the formation of pronounced crystalline peaks, indicative of excellent semiconductive properties, with a crystalline size of 42 nm. The nanocomposite serves as the main electrode for electrochemically assessing its charge storage capabilities. Optimal energy density ( E ) values are achieved at lower curren"
C0132,3910436,paper:W4403502952,2024-10-17,Gradient-Layered MXene/Hollow Lignin Nanospheres Architecture Design for Flexible and Stretchable Supercapacitors,False,True,2024H2_2025H1,超级电容器复合电极材料,新增候选或新类型补审,"Abstract With the rapid development of flexible wearable electronics, the demand for stretchable energy storage devices has surged. In this work, a novel gradient-layered architecture was design based on single-pore hollow lignin nanospheres (HLNPs)-intercalated two-dimensional transition metal carbide (Ti 3 C 2 T x MXene) for fabricating highly stretchable and durable supercapacitors. By depositing and inserting HLNPs in the MXene layers with a bottom-up decreasing gradient, a multilayered porous MXene structure with smooth ion channels was constructed by reducing the overstacking of MXene lamella. Moreover, the micro-chamber architecture of"
C0725,4127653,paper:W4411228466,2025-06-12,Zeolite-based catalysis for plastic waste recycling: Sustainable solutions from laboratory testing to industrial applications,True,False,2024H2_2025H1,废塑料回收与转化,新增候选或新类型补审,
C0725,3900485,paper:W4403152618,2024-09-01,Fuel Characteristics of Pyrolysis Oil from Plastic Waste: A Case Study of Banjarnegara Waste Bank,False,False,2024H2_2025H1,废塑料回收与转化,新增候选或新类型补审,"Oil derived from plastic waste pyrolysis has the potential to be a fuel replacement option. Plastic waste pyrolysis has been extensively studied. However, several challenges remain to be solved. These challenges include designing the pyrolysis machine to ensure continuous production, managing impurities that arise, controlling temperature, optimizing catalysts, and other elements that influence the quality of the pyrolysis oil. Banjarnegara Waste Bank (BWB), an environmental activist, has been continuously processing plastic waste into fuel but it has never been characterized. The study aims to examine the properties of pyrolysis oil produced"
C0725,3848375,paper:W4401314165,2024-08-04,Chromium-extracted aluminum catalyst for co-pyrolysis of cotton fabric waste and polypropylene plastic waste to bio-oil,True,False,2024H2_2025H1,废塑料回收与转化,新增候选或新类型补审,
C0155,3888597,paper:W4402733743,2024-09-23,Catalytic Edges in One-Dimensional Covalent Organic Frameworks for the Oxygen Reduction Reaction,False,False,2024H2_2025H1,电解水析氧催化,新增候选或新类型补审,"Abstract Metal‐free covalent organic frameworks (COFs) are employed in oxygen reduction reactions (ORR) because of their diverse structural units and controllable catalytic sites, and the edge sites have high catalytic activity than the basal sites. However, it is still challenge to modulate the edge sites in COFs, because the extended frameworks in two‐ or three‐dimensional topologies resulted in limited edge parts. In this study, we have demonstrated the edge site modulation engineering based on one dimensional (1D) COFs to catalyze the ORR, which featured distinct edge groups‐carbonyl, diaminopyrazine, phenylimidazole, and benzaldehyde imi"
C0155,3927545,paper:W4404094750,2024-11-06,Boron doped Fe3S4/Co3S4 decorated with multi-wall carbon nanotubes as an efficient electrocatalyst for oxygen evolution reaction in alkaline media,True,False,2024H2_2025H1,电解水析氧催化,新增候选或新类型补审,
C0155,4125760,paper:W4411171165,2025-06-10,Quantifying magnetic field effects on oxygen evolution reaction: From laboratory cell to scalable reactor,True,False,2024H2_2025H1,电解水析氧催化,新增候选或新类型补审,
C0009,3970358,paper:W4405700116,2024-12-23,Solar-Driven Sulfide Oxidation Paired With CO2 Reduction Based on Vacancies Engineering of Copper Selenide,False,False,2024H2_2025H1,二氧化碳电还原催化,新增候选或新类型补审,"Abstract Photovoltaic‐driven electrochemical (PV‐EC) carbon dioxide reduction (CO2R) coupled with sulfide oxidation (SOR) can efficiently convert the solar energy into chemical energy, expanding its applications. However, developing low‐cost electrocatalysts that exhibit high selectivity and efficiency for both CO2R and SOR remains a challenge. Herein, a bifunctional copper selenide catalyst is developed with copper vacancies (v‐CuSe2) for the CO2R‐SOR. The Faradaic efficiency (FE) of 62.4% for methane at −200 mA cm−2 is achieved in the cathodic CO2R. In a two‐electrode CO2R‐SOR system with 16 h of long‐term operation at a current density of "
C0009,3912463,paper:W4403572803,2024-10-20,Repurposing First-Row Transition Metal Carbon Dioxide Reduction Electrocatalysts for Electrochemical Carboxylation of Benzyl Chloride,False,False,2024H2_2025H1,二氧化碳电还原催化,新增候选或新类型补审,"High Resolution Image Download MS PowerPoint Slide Carbon dioxide (CO 2 ) is an abundant and useful C 1 feedstock for electrocarboxylation, a process that incorporates a carboxyl moiety into an organic molecule. In this work, three first-row transition metal CO 2 reduction electrocatalysts, NiPDI iPr ( 1 ), NiTPA ( 2 ), and Fe(salenCl 4 ) ( 3 ), were explored as electrocarboxylation catalysts with benzyl chloride as a substrate. The cyclic voltammograms of all three catalysts showed current enhancements in the presence of benzyl chloride under a CO 2 atmosphere. Introduction of DMAP as additives showed further current enhancement. Electrolyse"
C0009,4126822,paper:W4411202327,2025-06-11,Oxygen-Tolerant Electrochemical CO2 Capture with Doubled CO2 Modulation per Electron,False,True,2024H2_2025H1,二氧化碳电还原催化,新增候选或新类型补审,"Electrochemically mediated CO₂ capture (EMCC) offers a promising alternative to thermochemical capture, but benchmark sorbents possess an undesired trade-off: strong CO2 binding necessitates a highly negative reduction potential, driving reduction into a region competitive with undesirable oxygen reduction. Meanwhile, more positive potentials compromise binding. Here, we circumvent this tradeoff using N-heterocyclic imines (NHI), which exhibit a tailorable CO2 binding strength (~50–100 kJ/mol CO2) in the neutral state and release CO2 with near theoretical Faradaic efficiency upon electro-oxidation, distinct from prevailing molecular capture m"
C0122,4062365,paper:W4409067223,2025-04-02,"Exploring the potential of TlInX2 (X = Se, Te) materials: First-principles investigation for the optoelectronic and thermoelectric applications",True,False,2024H2_2025H1,热电材料与热电性能优化,既有核心跨年抽样核对,
C0656,4666409,paper:W7167206826,2025-06-11,Case Lempäälä | Second-Life EV Battery as Stationary Energy Storage,False,False,2024H2_2025H1,动力电池梯次利用,新增候选或新类型补审,"In the municipality of Lempäälä, Finland, we piloted the installation of a second-life electric vehicle (EV) battery system in a public building, Lempäälä House. The goal was to explore the potential of reusing EV batteries for stationary energy storage to support solar energy self-consumption, reduce peak loads, and provide grid services."
C0656,3975636,paper:W4405874063,2024-12-28,A Logic-Driven Battery Balancing Technique for Second-Life Battery Application in Small-Scale Grid System,False,False,2024H2_2025H1,动力电池梯次利用,新增候选或新类型补审,"When an EV battery reaches an estimated percentage of 70 to 80% of its state‐of‐ health, it is often termed a second‐life battery (SLB). With the remaining usable life (RUL) of the SLB that is no longer able to perform its service over transportation applications, it can be repurposed to provide grid support within smaller communities. Despite having less power capability and energy capacity than its predecessor, this can be addressed with a more optimal battery balancing technique from the battery management system (BMS). The main contribution of this research is the development of a low cost, simple, high‐efficiency logic‐driven battery bal"
C0656,4194565,paper:W4413508410,2025-01-01,Assessing Second-Life Li-Ion Batteries for Hybrid Pv-Diesel Systems in Remote Amazonian Communities,True,False,2024H2_2025H1,动力电池梯次利用,新增候选或新类型补审,
C0258,4180146,paper:W4413097396,2025-01-01,Addressing modularity in ecodesigned power electronics,False,True,2024H2_2025H1,综合能源系统协同管理与优化调度,新增候选或新类型补审,"Implementing Circular Economy (CE) is increasingly challenging the Power Electronics (PE) sector. Indeed, the PE economy model is today mostly an unsustainable linear model. This article investigates the industrial levers supporting CE in PE, focusing on the new concepts for this conservative domain, of modularity and standardization. The literature review conducted in this paper builds a foundation for future work on modular PE systems. Comprehensive recommendations for PE engineers are provided to support maintaining the functional value of a PE product while maximizing the circularity potential of the product over the years. Guidelines are"
C0258,4022290,paper:W4407596824,2025-02-15,Multi-agent deep reinforcement learning-based cooperative energy management for regional integrated energy system incorporating active demand-side management,True,True,2024H2_2025H1,综合能源系统协同管理与优化调度,新增候选或新类型补审,
C0258,4266623,paper:W4416191834,2025-01-01,Aufzugtechnik: Optimierte Konstruktion mit Drehwirkung,False,True,2024H2_2025H1,综合能源系统协同管理与优化调度,新增候选或新类型补审,Effzienter Einsatz von Energie spart CO2 und Geld. Bei der Modernisierung einerAufzugsanlage schlug der Fachplaner einen simplen Austausch der bestehendenAntriebstechnik mit Getriebe vor. Das ausführende Unternehmen setzte aber aufmoderne Systeme von Ziehl-Abegg und konnte große Einsparungen realisieren.
C0159,3856325,paper:W4401560497,2024-08-14,Are we crossing a minimum of the Gleissberg centennial cycle? Multivariate machine learning-based prediction of the sunspot number using different proxies of solar activity and spectral analysis,False,True,2024H2_2025H1,太阳辐照预测与光伏环境建模,新增候选或新类型补审,"We propose a new method for predicting the solar cycle in terms of the sunspot number (S N ) based on multivariate machine learning algorithms, various proxies of solar activity, and the spectral analysis of all considered time series via the fast Fourier transform (through the latter we identify periodicities with which to lag these series and thus generate new attributes –predictors– for incorporation in the prediction model). This combination of three different techniques in a single method is expected to enhance the accuracy and reliability of the solar activity prediction models developed to date. Thus, predictive results for S N are pre"
C0159,3857227,paper:W4401592808,2024-08-13,IoT and machine learning models for multivariate very short-term time series solar power forecasting,False,True,2024H2_2025H1,太阳辐照预测与光伏环境建模,新增候选或新类型补审,"Abstract In solar energy generation, the inherent variability caused by cloud cover and weather events often leads to sudden fluctuations in power outputs. Addressing this challenge, the authors’ study focuses on very short‐term solar irradiance (SI) prediction. Leveraging multivariate time series datasets, the authors improve very short‐term SI predictions. To achieve accurate very short‐term SI predictions, the authors employ machine learning techniques throughout the forecasting process. Additionally, the authors’ work pioneers the integration of the Internet of Things (IoT) into solar power systems, a novel approach in the field. The auth"
C0159,4021159,paper:W4407555406,2025-02-13,Forecasting long-term sunspot numbers using the LSTM-WGAN model,False,True,2024H2_2025H1,太阳辐照预测与光伏环境建模,新增候选或新类型补审,"The sunspot number, an indicator of solar activity, is vital for forecasting variations in solar activity and predicting disturbances of the geomagnetic field. This study proposes a hybrid model that combines Long Short-Term Memory (LSTM) with the Wasserstein Generative Adversarial Network (WGAN) for sunspot number prediction. The LSTM-WGAN model performs better than the LSTM model in forecasting long-term sunspot numbers using single-step forecasting methods. To further evaluate its effectiveness, we performed a comparative analysis, by comparing predictions of LSTM-WGAN with those provided by the European Space Agency (ESA). This analysis c"
C0473,4112051,paper:W4410740243,2025-05-26,A constitutive framework for caprocks accounting for viscoplastic cyclic degradation and coupled geo-chemo-mechanical processes,False,False,2024H2_2025H1,二氧化碳地质封存与驱油,新增候选或新类型补审,"This paper provides an extension of an existing elasto-plastic framework originally proposed by Gens & Nova (1993) for modelling the response of structured soils and soft rocks. The model is enhanced to reproduce not only the mechanical response of caprocks under standard monotonic triaxial loading, but also the effects of the environmental and hydraulic loading induced by modern energy applications , including gas/hydrogen storage and geological carbon storage . The novelty of these applications, compared to the more usual ones developed by the oil and gas industry over decades, lies in the complex pore fluid and stress pressure histories ap"
C0473,3852577,paper:W4401445234,2024-08-09,Effects of supercritical CO2 based fluids imbibition on the mechanical properties of shale: An experimental study at high-temperature and high-pressure condition,True,False,2024H2_2025H1,二氧化碳地质封存与驱油,新增候选或新类型补审,
C0473,4100444,paper:W4410329393,2025-01-01,"Target Site Selection and Storage Capacity Evaluation of Co2 Geological Storage in Yulin, China",True,False,2024H2_2025H1,二氧化碳地质封存与驱油,新增候选或新类型补审,
C0169,3979131,paper:W4405996924,2025-01-01,Urban Stock-Demography Approach to Uncover Electric Vehicle Battery and Embedded Lithium Stock across 366 Cities in China,False,True,2024H2_2025H1,电池荷电状态健康状态与建模,新增候选或新类型补审,"Limited primary lithium resources has urged China to expand the secondary sources through recycling lithium-ion batteries (LIBs) to support its electric passenger vehicles (EPVs) ambitions. However, the lack of detailed geographic data complicates lithium stock measurement and hinders efficient recycling efforts. This study integrates urban demography approach into in-use stock analysis to map the spatial–temporal dynamics of lithium stock in EPVs across 366 Chinese cities from 2010 to 2020. The findings show LIB capacity increased from nearly 0 to 125 GWh in 2020 and in-use lithium stock reached 26.6 kilotons—2.4% of China’s total lithium re"
C0169,3866776,paper:W4401932000,2024-08-26,An extended single-particle model of lithium-ion batteries based on simplified solid-liquid diffusion process,False,True,2024H2_2025H1,电池荷电状态健康状态与建模,新增候选或新类型补审,"An extended lithium-ion battery model is proposed, which simplifies the solid-liquid diffusion process compared with the full-order pseudo two-dimensional (P2D) model, in order to reduce computational complexity and enhance modeling speed. To simplify the model, the three-parameter method is utilized to simplify the solid-phase diffusion process. Meanwhile, exponential fitting is applied to simplify the liquid-phase diffusion process. In addition, the average current flux is used to simplify the current exchange density at the solid-liquid interface. Finally, experiments are performed to verify the model, and experimental results demonstrate "
C0169,3833312,paper:W4400771631,2024-07-18,Internal Short-Circuit Fault Diagnosis for Batteries of Energy Storage Stations Based on Multivariate Multiscale Sample Entropy,False,True,2024H2_2025H1,电池荷电状态健康状态与建模,新增候选或新类型补审,"The safety of lithium-ion batteries (LIBs) in the battery energy storage station (BESS) is attracting increasing attention. To ensure the safe operation of BESS, it is necessary to detect the battery internal short circuit (ISC) fault which may lead to fire or explosion. This article proposes an early battery ISC fault diagnosis method based on the multivariate multiscale sample entropy (MMSE). The voltage, current, and temperature of the battery are utilized to extract the fault feature. The wavelet denoising method are employed to improve the MMSE performance. The adaptable threshold is proposed to diagnose the early ISC fault and prevent m"
C0221,3898684,paper:W4403092480,2024-10-03,Obtaining lithium carbonate from the black mass of lithium-ion batteries,False,True,2024H2_2025H1,锂金属沉积与含锂电极材料,新增候选或新类型补审,"The article explores the possibility of obtaining lithium carbonate from the black mass – an intermediate product of lithium-ion batteries recycling. X-ray phase analysis and inductively coupled plasma atomic emission spectrometry of the black mass revealed that it contains 3 % lithium. It has been established that during water leaching, 40 % to 70 % of lithium can be selectively extracted from the black mass into the aqueous phase at L/S ratios ranging from 10 to 200. During water leaching, kinetic curves were recorded at temperatures of 25 °C and 80 °C. To remove Al ions from the leaching solution, we studied the sorption of aluminate ions "
C0221,3928805,paper:W4404136143,2024-11-07,"Fabrication of N,C-H2TiO3 ion sieves for rapid adsorption of lithium using rheological phase methods",True,True,2024H2_2025H1,锂金属沉积与含锂电极材料,新增候选或新类型补审,
C0221,4270976,paper:W4416344485,2025-01-01,Lithium transport from operando microscopy: Kinetic trapping in lithium manganese oxide,True,True,2024H2_2025H1,锂金属沉积与含锂电极材料,新增候选或新类型补审,
C0251,3908813,paper:W4403447983,2024-10-16,Comprehensive Fleet and Charger Sizing for Public Transportation Electrification Considering Route Assignment,False,False,2024H2_2025H1,充电站选址与充电调度,新增候选或新类型补审,"Public transportation electrification is a topic of great interest due to its potentially significant impact on the reduction of greenhouse gas emissions. In order to electrify the public transportation system, the first stage is to determine the appropriate sizing of the necessary assets. Consequently, the goal of this work is the sizing of the fleet and chargers for transit agencies that choose to operate their fleets using two different modes of charging: overnight and opportunity charging. The developed methodology incorporates detailed route assignment, energy consumption modeling, and charging requirements for electric fleets. The probl"
C0251,4291925,paper:W4417093587,2025-05-16,User-centric Vehicle-to-Grid Optimization with an Input Convex Neural Network-based Battery Degradation Model,False,False,2024H2_2025H1,充电站选址与充电调度,新增候选或新类型补审,"We propose a data-driven, user-centric vehicle-to-grid (V2G) methodology based on multi-objective optimization to balance battery degradation and V2G revenue according to EV user preference. Given the lack of accurate and generalizable battery degradation models, we leverage input convex neural networks (ICNNs) to develop a data-driven degradation model trained on extensive experimental datasets. This approach enables our model to capture nonconvex dependencies on battery temperature and time while maintaining convexity with respect to the charging rate. Such a partial convexity property ensures that the second stage of our methodology remain"
C0251,4278530,paper:W4416609296,2025-01-01,Understanding charging duration patterns of electric vehicle users: Evidence from an Australian field study,True,False,2024H2_2025H1,充电站选址与充电调度,新增候选或新类型补审,
C0534,3960850,paper:W4405326112,2024-12-12,Techno-economic and environmental assessment of renewable hydrogen import routes from overseas in 2030,False,False,2024H2_2025H1,氢能技术经济与生命周期,新增候选或新类型补审,"Converting renewable electricity via water electrolysis into green hydrogen and hydrogen-based products will shape a global trade in power-to-x (PtX) products. The European Union's renewable hydrogen import target of 10 million tonnes by 2030 reflects the urgent need for PtX imports by sea to early high-demand countries like Germany . This study evaluates the cost efficiency and greenhouse gas (GHG) emissions of four hydrogen carrier ship import options considering a reconversion to H 2 at the import terminal for a final delivery to offtakers via a H 2 pipeline network in 2030. This includes ammonia, a liquid organic hydrogen carrier (LOHC) s"
C0534,4075862,paper:W4409477071,2025-04-15,Economic analysis of different hydrogen production routes under a CO2 pricing mechanism - A levelized cost of hydrogen based study,True,False,2024H2_2025H1,氢能技术经济与生命周期,新增候选或新类型补审,
C0534,4107464,paper:W4410544903,2025-05-21,A review of life cycle assessment and techno-economic analysis of methanol and ethanol reforming for hydrogen production to achieve carbon credit and combat global warming,True,False,2024H2_2025H1,氢能技术经济与生命周期,新增候选或新类型补审,
C0115,3953325,paper:W4405015291,2025-02-10,Molecular dynamics study of carbon dioxide desublimation on surfaces with different hydrophobicity,True,True,2024H2_2025H1,二氧化碳吸收溶解与水合物,新增候选或新类型补审,
C0115,4121088,paper:W4411024142,2025-06-04,PANDA: A simple and affordable chamber system for measuring the whole-plant net CO 2 flux,False,True,2024H2_2025H1,二氧化碳吸收溶解与水合物,新增候选或新类型补审,"Summary The carbon (C) balance of plants is the sum of all source and sink processes. However, due to methodological limitations, most studies focus predominantly on measurements of leaf-level assimilation and respiration, with less attention given to these processes in heterotrophic organs or the whole-plant level. As a result, knowledge of the whole-plant net C balance is scarce, limiting our understanding of the dynamics between C source and sink activities. Therefore, we developed an easily reproducible chamber system for continuous measurements of whole-plant net CO 2 fluxes. We present the obtained dynamics of net CO 2 fluxes of several"
