category_id,name,source,doc_id,date,title,text_excerpt,confidence,needs_review
N0061,Energy storage / Electrochemical energy storage / Process engineering,paper,W4414492826,2025-08-18,Sufficient A Priori Conditions for the Linear Relaxation of the Energy Storage Scheduling Problem,"When modeling energy storage systems, an essential question is how to account for the physical infeasibility of simultaneous charge and discharge. The use of complementarity constraints or of binary variables is common, but these formulations do not scale well. Alternatively, assumptions such as perfect efficiencies or positive prices are often used to justify the choice of a linear model. In this paper, we establish new a priori conditions that guarantee the existence of an optimal solution without simultaneous charge and discharge when solving the linear relaxation of the storage scheduling problem. They are based on the characteristics of the storage system, in particular, the duration of charge. They can be valid for negative prices and with inefficiencies, thereby enlarging the set of conditions for which the complementarity constraints can be relaxed. We prove mathematically the validity of these conditions and illustrate them with practical examples. We also introduce a refined mixed-integer linear equivalent, in which the number of binary variables can be drastically reduced.",0.2932928800582886,True
N0061,Energy storage / Electrochemical energy storage / Process engineering,paper,W7148956708,2026-04-03,Multi source precursor characterization of rock damage evolution during compressed air energy storage process: weight analysis based on cyclic testing of water bearing sandstone,,0.19168400764465332,True
N0061,Energy storage / Electrochemical energy storage / Process engineering,patent,patent:CN202510726318A,2025-07-01,Energy storage converter and energy storage device,"The invention provides an energy storage converter and an energy storage device, and belongs to the technical field of energy storage. The converter adopts a mixed multi-level topological structure, is formed by connecting a three-level neutral point clamping circuit and a modularized multi-level submodule in parallel, further comprises a layered coordination control strategy, an upper decision layer calculates the priority weight of a charging and discharging mode, and a lower execution layer adopts model prediction control to generate a switching sequence. And the heat dissipation system is accurately regulated and controlled based on the IGBT junction temperature prediction model, and is cooperatively protected with the battery management system BMS, so that quick data interaction and quick emergency response are realized. The energy storage device comprises the converter and a battery pack, wherein the battery pack comprises at least two independent clusters, and the SOC of the standby battery cluster is maintained within +/-5% of the SOC of the main battery cluster. The invention solves the problems of wide voltage input adaptation, dynamic performance optimization, heat dissipation management and the like by innovating a topological structure, an intelligent control strategy and a high-efficiency heat dissipation system, and improves the efficiency, the reliability and the service life of the energy storage system.",0.8025216460227966,True
N0061,Energy storage / Electrochemical energy storage / Process engineering,patent,patent:CN202510820499A,2025-10-17,Super capacitor energy storage system with high energy density,"The invention relates to the technical field of capacitor energy storage, and particularly discloses a super capacitor energy storage system with high energy density, which comprises a super capacitor, a capacitor electrode and a capacitor electrode, wherein the super capacitor adopts a double-layer capacitor and pseudo-capacitor composite energy storage mechanism, and the electrode material of the super capacitor is switched between double-layer capacitor reaction and pseudo-capacitor reaction; the energy management device comprises a charge-discharge control module and a heat dissipation module, wherein the charge-discharge control module is used for adjusting the current and the voltage of the super capacitor through an embedded controller to conduct energy management, the energy management is combined with an MPPT algorithm and a DPC algorithm to conduct charge-discharge management, and the heat dissipation module is used for dissipating heat of the super capacitor. The system of the invention obviously improves the energy storage and release performance of the super capacitor by adopting a double-layer capacitor and pseudo-capacitor composite energy storage mechanism, combines MPPT and DPC algorithms, realizes intelligent management of charging and discharging of the super capacitor, improves energy conversion efficiency, and prevents the super capacitor from overheating due to high-power discharging by the heat dissipation module, thereby ensuring long-term stable operation of the system.",0.7904149293899536,True
N0061,Energy storage / Electrochemical energy storage / Process engineering,patent,patent:WO2025198359,2025-09-25,"Energy storage system, operating method thereof, and charging system including energy storage system","An energy storage system according to an embodiment disclosed in the present document may comprise: an interface configured to receive charging information of a battery and a power supply request from a plurality of charging devices; and a controller configured to control power supply to a target battery connected to a target charging device among the plurality of charging devices, on the basis of the power supply request received from the target charging device, and perform processing for redistributing power supplied to the target battery to a battery connected to at least one charging device other than the target charging device among the plurality of charging devices, on the basis of charging information of the target battery connected to the target charging device.",0.7897745966911316,True
N0061,Energy storage / Electrochemical energy storage / Process engineering,policy,policy:0a00beae8388d2bc78ade4d5,2024-05-30,关于公布2024年山东省能源领域大规模设备更新暨新技术、新产品、新装备推荐目录的通知,各市发展改革委（能源局），有关单位： 为加快推动能源领域创新成果转化应用，近日省能源局组织开展了2024年能源领域新技术、新产品、新装备征集工作。经专家评审和结果公示，确定48项产品技术入选，形成了《2024年山东省能源领域大规模设备更新暨新技术、新产品、新装备推荐目录》，现予以公布。 山东省能源局 2024年5月30日 关于公布2024年山东省能源领域大规模设备更新暨新技术、新产品、新装备推荐目录的通知 【附件：fc1cb36c63db4485aaa100f575d37ba3.pdf】 【第1页】 序号 应用方向 及领域 名称 主要内容 1 复杂可信智慧供 热大脑实时系统 技术实现及其 应用示范 以热力“源-网-端”全过程监测过程中产生的海量物理数据为基础，结 合户端用热需求、天气变化、热网拓扑、换热站运行、热源生产等实时 数据，基于神经网络、强化学习、大数据等先进技术，研发供热网络热 需求负荷实时预测、热源调节、热量分配等核心算法，重点突破供热管 网平衡输配、生产精准预测等虚拟化仿真关键技术，构建智慧供热大脑 平台，在高精度仿真计算、负荷预测、资源治理和优化、精准调度、能 源合理高效输配、一网二网平衡等形成有效的生产调度决策，实现供热 智慧监管、智慧运营、智慧调控，构建“安全、绿色、智慧、温心、经 济”的供热系统，为实现“双碳”目标添砖加瓦。 2 基于物联网的智 慧供热管网均温 调控节能系统 本产品采用物联网技术实现对用户测分户数据采集、监测、计算分析失 衡度，并通过算法模型对各户统一调控，最终实现户端均温的效果。结 合气候补偿气象预报、室温监测、供热流量、回水温度等数据，实现负 荷预测调控，为热源、热网的调节提供预先指导数据，实现科学化的调 节和管理。在保证用户采暖舒适度前提下，精准预先调控，减少供热能 耗，降低碳排放，实现供热系统构建至户端的节能降耗、绿色低碳的最 终结果。 3 5G+智慧能源供热 系统集成设备 通过互联网+智慧能源集中供热系统的结合形成了供热工作的“互联网 5G+”管理新模式，建立了一套以互联网“供热云”为基础的全新大数据 管理模式。通过对各系统单元建立影响因素的研究，最终确定了最佳控 制及使用模式，提高了其产品运行稳定性。 4 高压超高压光电 复合海底电缆 海底电缆穿越河流、湖泊及海洋，适合于不同的海底环境和海域特点， 必须满足海洋的物理特性以及海底敷设的要求，具有防水、耐腐蚀、大 长度、高机械性能和高可靠性的特点。高压超高压光电复合海底电缆还 对光纤单元（光缆）的结构，布放位置提出了更高的要求。研发的220kV 超高压光电复合海底电缆，采用遇水膨胀材料实现电缆的纵向阻水，采 用封闭的金属铅护套保证电缆的径向阻水，保证了电缆的防水要求，使 电缆可以在水中安全可靠的运行。电缆的耐腐蚀采取了多重防腐措施， 耐腐蚀的PE护套将铅护套隔离，保证铅套不被腐蚀，选用耐海水腐蚀镀 层的铠装钢丝，并用防腐电缆沥青进一步对电缆和钢丝进行防腐保护， 电缆具有较高的防腐性能。电气可靠性由优良的绝缘材料和屏蔽材料， 先进的绝缘生产设备和可靠的工艺条件来保证。光纤采用不锈钢套管保 护，选择合适的余长，填充抑制氢损的阻水型油膏，使光单元具备径向 和纵向阻水功能同时，可以有效抑制光纤氢损的发生，进而提高光纤的 使用寿命及传输性能。 2024年山东省能源领域大规模设备更新暨新技术、新产品、 新装备推荐目录 附件 电力领域 【第2页】 序号 应用方向 及领域 名称 主要内容 5 深远海海上新能 源输电用±525kV 超高压直流光电 复合海缆 ±525kV交联聚乙烯绝缘光纤复合直流海底电力电缆是一种高端线缆产 品，主要用于VCS换流技术的柔性直流输电系统中大功率远距离海底输 电，以及非周期运行的风力发电、潮汐发电等新能源交流系统之间的并 网连接。与高压交流海缆相比较，直流海缆具有线路造价低、损耗小、 传输距离长、系统稳定性高、短路电流小等优点。 6 66kV屏蔽型海缆 可分离连接器 T型屏蔽型可分离连接器是连接电缆与柜体或变压器等电气设备，国内、 外66kV T型屏蔽型可分离连接器按EN50181中的额定电流1250A的F接口进 行设计，接口尺寸和电流值是统一的。 T型屏蔽型可分离连接器一般设计为一个主体，若干个适配器用来与不同 截面电缆的连接，该设计也是10kV和35kV产品采用的结构，国外的66kV 产品同样使用这种结构。 T型前插式可分离连接器前端连接柜体，尾部可以连接后插式可分离连接 器或避雷器实现多组电缆的连接和拓展，为了确保良好的性能和安装的 便利性，尾部接口设计相当重要。10kV和35kV可分离连接器产品尾部一 般均取前端接口长度的1/3到1/2，66kV产品要求更高，可以考虑采用F接 口。两端均采用F接口也带来很好的互换性能，前后插头或避雷器可以根 据需要，任意位置安装。尾部F接口的设计也避免了电场的再次校验。 T型屏蔽型可分离连接器适配器的设计同样重要，适配器是电缆与外套主 体的连接部件，主要有两个功能，一个是电缆屏蔽断口的电场应力控制 功能，另一方面内壁承受与电缆的切向电场，外壁承受与外套主体的切 向，对安装后的位置及过盈量均提出要求。 电缆附件中硅橡胶和三元乙丙橡胶用于电气绝缘产品最主要的两种材料 。硅橡胶柔软、耐候性能佳，尤其是液态硅胶的工艺性能极佳，生产比 较简单，在电力产品中应用越来越多。三元乙丙橡胶耐压性能好，机械 性能好，但生产工艺复杂。结合35kV及以下产品生产及现场安装反馈， 其硬度及安装过程的顺滑性能更好，因而对于本项目首选三元乙丙橡胶 。 该产品设计中除了橡胶件的需要承受电场外，尾部的环氧绝缘件同样承 受相电压，选用性能优异的进口材料也是至关重要的，因为环氧绝缘件 生产工艺或材料不过关导致的击穿在可分离产品中十分常见。 7 全预混低氮冷凝 燃气锅炉 全预混低氮冷凝燃气锅炉采用国际先进铸铝换热器技术，高效低氮燃烧 控制技术，是一种先进高效环保的天然气热能设备。锅炉最佳冷凝工况 ,0.7113820314407349,True
N0061,Energy storage / Electrochemical energy storage / Process engineering,policy,policy:9e7c8df4657d57c603743b6a,2026-05-14,国家能源局关于印发《新型储能电站建设工程质量监督大纲》的通知,目录项的基本信息 公开事项名称: 国家能源局关于印发《新型储能电站建设工程质量监督大纲》的通知 索引号: 000019705/2026-000056 主办单位: 国家能源局 制发日期: 2026-05-14 国家能源局关于印发《新型储能电站建设工程质量监督大纲》的通知 国能发安全规[2026]37号 各省（自治区、直辖市）能源局，有关省（自治区、直辖市）及新疆生产建设兵团发展改革委，北京市城市管理委、天津市工业和信息化局、辽宁省工业和信息化厅、重庆市经济和信息化委员会，各派出机构，可靠性和质监中心，各电力建设工程质量监督机构，全国电力安委会各企业成员单位： 为进一步加强和规范新型储能电站建设工程的质量监督管理工作，我局制定了《新型储能电站建设工程质量监督大纲》，现印发给你们，请遵照执行。 附件： 新型储能电站建设工程质量监督大纲 国家能源局 2026年4月20日 相关： 《新型储能电站建设工程质量监督大纲》政策解读 【附件：新型储能电站建设工程质量监督大纲】 【第1页】 电力建设工程 质量监督大纲 新型储能电站建设工程 质量监督大纲 Outline of Quality Supervision of New Energy Storage Station Construction Project 2026-04-20 发布 2026-04-20 施行 国家能源局 发布 【第2页】 审 查 组 组 长 汪拥军 副 组 长 武英利 徐梓铭 桂小阳 边广琦 易跃春 成 员 于 飞 丁 晖 张建伟 高 楠 李多佳 易 俗 黎扬佳 刘大千 李双江 申 亮 阮 鹏 吕建国 晏昌平 胡大儒 编 写 组 组 长 余 波 副 组 长 薛建峰 韩志强 常昊天 成 员 柯 文 李 海 李 榕 张金虎 任麟东 王 伟 何 忠 王 欢 吴 胜 罗振林 傅兆庆 刘斯嘉 黄建红 李 民 沙俊强 姜 华 李 季 刘益平 张雪辉 李 文 钟治琨 黄昌辉 赵启龙 【第3页】 前 言 为贯彻落实《建设工程质量管理条例》和电力建设工程质量监督管理有关规定，规范新型储能电 站建设工程质量监督工作，保障工程建设质量，国家能源局组织编制了《新型储能电站建设工程质量 监督大纲》（以下简称《大纲》）。 一、编制说明 （一）编制依据 《大纲》根据法律法规、工程建设有关规章制度和规范性文件、工程建设强制性标准（强制性条 文）、国家及电力行业有关标准等编制。 （二）编制原则 《大纲》编制遵循以下原则： 1.与现行法律法规、规范性文件等保持一致。 2.强化落实建设单位首要责任和参建各方主体责任，突出质量行为监督，兼顾实体质量抽查和检 测验证。 3.立足工作实际，增强可操作性、适用性以及可拓展性。 4.鼓励技术创新进步，保障工程质量。 （三）主要内容 《大纲》主要包括通用部分监督和专用部分监督。 通用部分质量监督包括首次、地基处理、主厂房（变电站）主要设备安装前、厂用电（变电站） 受电前、建筑工程交付使用前等不具有明显技术路线特征的通用性监督，并按照建设时序设置质量监 督阶段。 专用部分质量监督根据工程类型分为电化学储能电站工程质量监督和压缩空气储能电站工程质量 监督。专用部分质量监督设置必监节点，同时针对达到一定条件的相关工程的关键施工环节增设专项 质量监督节点。第1 篇电化学储能电站工程质量监督，设置电化学储能单元启动前1 个必监节点，同 时针对功率大于400 兆瓦的电化学储能电站，增设电化学储能单元电池预制舱吊装前1 个专项监督节 点。第2 篇压缩空气储能电站工程质量监督，设置地下储气库投用前、机组整套启动试运前2 个必监 节点，同时针对地下储气库储气容量大于等于30 万立方米的压缩空气储能电站增设盐穴储气库排卤 前、新建洞室储气库衬砌前等2 个专项质量监督节点；针对膨胀机（压缩机）缸体采用非整体供货的 工程增设膨胀机（压缩机）扣盖前1 个专项质量监督节点。 二、适用范围 《大纲》适用于电力行业（电源侧和电网侧）功率100 兆瓦及以上的电化学储能、压缩空气储能电 站建设工程，电力行业其他规模以及其他类型新型储能电站建设工程可参照执行。 三、使用说明 （一）使用原则 1.《大纲》是电力建设工程质量监督机构（以下简称电力质监机构）开展质量监督工作的重 要依据，与国家能源局制定发布的电力建设工程质量监督管理相关规定、实施程序等结合使用。《大 纲》也是电力企业开展新型储能电站质量管理的重要依据。 2.电力质监机构应根据工程技术特点和建设规模等实际情况，选取《大纲》的适用节点，制定质 量监督计划。质量监督计划应符合电力建设工程质量监督实施程序等规定要求，其中电化学储能电站 【第4页】 工程的“地基处理质量监督”“电化学储能单元电池预制舱吊装前专项质量监督”等阶段，应明确已 完工程的数量或占工程总量的比例，以保证必要的抽查覆盖面。 3.《大纲》规定的质量监督前应具备的条件，由建设单位负责查验审核，确认具备条件后，按质 量监督计划，向电力质监机构申请开展对应的质量监督工作。建设单位申请质量监督时，不应违反各 节点“总则”的要求。 4.《大纲》规定的责任主体质量行为和工程实体质量监督内容，应逐条查验，方式为重点抽查验 证。 5.开展质量监督时，应对有关检测试验报告进行查验，必要时可进行验证性抽样检测。对质量监 督发现存在重大质量问题、隐患的部位或对工程安全有影响的重要部位、隐蔽工程，以及对检测成果 存疑或检测结果与现场实际情况不符的，电力质监机构有权责令建设单位委托具备资质且未参与本工 程的第三方检验检测机构进行检测，检测结果不合格的，责令整改。 6.工程质量责任主体应按国家有关规定落实资质、发承包和分包等管理要求，接受地方政府能源 主管部门、国家能源局派出机构等依职责实施的监督管理。电力质监机构对勘察、设计、监理、施工 单位的资质证书进行形式审查，对专业分包是否经建设单位认可及相关资格材料是否经监理审查等情 况进行抽查，发现重大问题移交地方政府能源主管部门、国家能源局派出机构,0.7007958889007568,True
N0061,Energy storage / Electrochemical energy storage / Process engineering,policy,policy:e3c83675d10ade0c57da3ef1,2025-08-27,关于印发《新型储能规模化建设专项行动方案(2025—2027年)》的通知,目录项的基本信息 公开事项名称: 关于印发《新型储能规模化建设专项行动方案(2025—2027年)》的通知 索引号: 000019705/2025-000291 主办单位: 国家能源局 制发日期: 2025-08-27 国家发展改革委 国家能源局关于印发《新型储能规模化建设专项行动方案（2025—2027年）》的通知 发改能源〔2025〕1144号 各省、自治区、直辖市及新疆生产建设兵团发展改革委、能源局，北京市城市管理委，国家能源局各派出机构，有关中央企业： 为推动新型储能高质量发展，国家发展改革委、国家能源局研究制定了《新型储能规模化建设专项行动方案（2025—2027年）》。现予印发，请结合实际认真抓好贯彻落实。 国家发展改革委 国 家 能 源 局 2025年8月27日 附件： 《新型储能规模化建设专项行动方案（2025—2027年）》 .pdf 解读： 国家能源局有关负责同志就《新型储能规模化建设专项行动方案（2025—2027年）》答记者问 【附件：《新型储能规模化建设专项行动方案（2025—2027年）》】 附件 新型储能规模化建设专项行动方案 （2025—2027 年） 为贯彻落实国家发展改革委、国家能源局等部门《关于加快推 动新型储能发展的指导意见》《加快构建新型电力系统行动方案 （2024—2027 年）》，发挥新型储能支撑建设新型能源体系和新型电 力系统作用，培育能源领域新质生产力，进一步扩大内需，推动新 型储能规模化建设和高质量发展，制定本方案。 一、总体目标 2027 年，新型储能基本实现规模化、市场化发展，技术创新水 平和装备制造能力稳居全球前列，市场机制、商业模式、标准体系 基本成熟健全，适应新型电力系统稳定运行的多元储能体系初步建 成，形成统筹全局、多元互补、高效运营的整体格局，为能源绿色 转型发展提供有力支撑。全国新型储能装机规模达到1.8 亿千瓦以 上，带动项目直接投资约2500 亿元，新型储能技术路线仍以锂离 子电池储能为主，各类技术路线及应用场景进一步丰富，培育一批 试点应用项目，打造一批典型应用场景。 ——应用场景持续丰富。充分发挥各技术路线优势，拓展新型 储能在电源协同运行、电网稳定支撑及智能微电网、虚拟电厂等领 域应用。 ——多元技术逐步成熟。锂离子电池储能实现规模化应用，压 缩空气储能、液流电池储能、钠离子电池储能、飞轮储能等进一步 商业化发展，固态电池、重力储能、热储能、氢储能及其他创新技 术示范应用。 ——系统性能显著提升。新型储能关键设备及系统的综合能量 转化效率、循环寿命等经济性指标及全生命周期安全水平进一步提 高，促进电力系统安全稳定运行。 ——产业创新稳步增强。推动政策机制完善，加快商业模式创 新，支持在重点地区先行先试，促进产业链上下游协同、提质增效， 助力实现可持续发展。 二、促进新型储能应用场景拓展 （一）推进电源侧储能应用。推动沙漠、戈壁、荒漠等新能源 基地合理规划建设新型储能。建设一批系统友好型新能源电站，促 进新能源电站与配建新型储能联合运行，平滑新能源出力曲线，提 高可靠出力水平，提供电网稳定支撑能力。研究煤电机组与电化学 储能、飞轮储能、热储能等新型储能项目联合运行，优化运行方式， 提升调节能力。鼓励利用退役火电厂场地和送出线路，科学规划建 设新型储能。 （二）拓展电网侧储能应用。推动在负荷密集接入、大规模新 能源汇集、大容量直流馈入等关键电网节点，开展独立储能电站建 设。加快推进构网型储能在高比例新能源电网、弱电网及孤岛电网 的示范应用，推广配电网新型储能应用，提升新型储能对电力系统 稳定运行支持能力。鼓励在配电网扩建受限或偏远地区推广电网替 代型储能。 （三）创新多场景应用模式。聚焦工业园区、算力设施、商业 综合体、光储充放一体化充电站、分布式光伏、通信基站等应用场 景，积极创新绿电直连、虚拟电厂、智能微电网、源网荷储一体化、 车网互动等应用模式，进一步发挥系统调节作用。研究推广新型储 能作为独立主体或通过负荷聚合商等形式参与需求响应。 （四）培育试点应用场景。各地重点围绕电源侧、电网侧及其 他多场景应用方向，依托大数据、云计算、人工智能等前沿技术， 创新“人工智能+”应用场景，培育一批技术领先、应用前景好、 可复制性强的新型储能应用场景。 三、推动新型储能利用水平提升 （五）推动新型储能调控方式创新。电力调度机构应根据系统 需求，科学制定新型储能调度细则，明确新型储能调度运行方式和 调用区间。积极开展新型储能与电源协同优化调度、规模化储能系 统集群智能调度及分布式储能虚拟电厂聚合调控等调用方式创新。 （六）合理提升新型储能调用水平。电力现货市场未连续运行 地区应综合考虑系统需求、安全性、调节经济性等因素，优化各类 调节资源调用序位，结合系统需要科学增加新型储能调用，尽量减 少煤电机组频繁深度调峰、日内启停调峰。电力现货市场连续运行 地区，遵循市场交易结果调用各类调节资源。 （七）提高新型储能调度适应能力。新型储能电站应符合电力 系统安全稳定运行要求，完成相应性能试验及涉网试验，具备按照 调度指令进行有功功率和无功功率自动调节的能力，并规范配置监 控系统和通讯信息等二次系统，按程序向电力调度机构上传运行信 息，接受并执行调度指令，实现运行数据可测、储能状态可控。 四、引领新型储能创新融合 （八）大力推动技术创新。依托国家产业技术工程化中心、国 家新兴产业创新中心、国家能源局研发创新平台、新型储能领域国 家科技重大项目、能源领域首台（套）重大技术装备、新型储能试 点项目等，支持开展新型储能共性关键技术攻关、装备研制和示范 验证，促进新型储能技术多元化发展，探索多技术混合式新型储能、 长时储能等应用，并积极储备一批前沿新型储能技术。强化企业科 技创新主体地位，促进新型储能企业联合开展技术攻关。 （九）组织实施储能产业创新工程。强化重大项目布局牵引， 发挥龙头企业产业引领作用，加强上下游产业合作，打造新型储能 产业上下游融合创新生态，加,0.699122965335846,True
N0063,Renewable energy / Energy policy / Environmental economics,paper,W7117315490,2025-12-25,Study on the Economic Benefits of Gas-Wind-Solar Power Alliance Under Gas Peaking Mode,"Accelerating the integration of wind and solar power is essential for achieving China’s “Dual Carbon” goals, but their inherent intermittency poses significant challenges for grid stability and renewable energy utilization. This study addresses these challenges by proposing a comprehensive economic benefit optimization model for a combined gas-wind-solar power generation system under a natural gas peaking mode. The model systematically incorporates multidimensional economic indicators-including generation revenue, green certificate revenue, curtailment losses, and carbon emission costs-while accounting for operational constraints and the fluctuating nature of renewables. Simulation results show that the hybrid system achieves a total economic benefit of 9.97 million yuan, with operating costs at 20% of income and curtailment plus carbon penalty costs below 2%. Compared to single-source generation, the hybrid approach reduces wind and solar curtailment by over 90%, and maintains high channel utilization. Sensitivity analysis reveals that lower gas prices and higher green certificate prices significantly enhance both renewable energy integration and economic returns, while balanced output scenarios maximize system benefits. This research provides a quantitative assessment of the economic and environmental outcomes of a gas-wind-solar complementary system, offering practical insights to maximize renewable energy utilization and support China’s low-carbon energy transition.",0.04573163762688637,True
N0063,Renewable energy / Energy policy / Environmental economics,paper,W4414267466,2025-09-16,Green Hydrogen Integration In Hybrid Renewable Energy Systems: A Solution For Decarbonizing Energy Supply Chains,"Integrating green hydrogen into hybrid renewable energy systems presents a promising pathway to decarbonizing energy supply chains and achieving global sustainability goals. Green hydrogen, produced via electrolysis powered by renewable energy sources, offers a versatile solution for addressing emissions in hard-to-electrify sectors such as heavy industry, transportation, and utilities. By coupling green hydrogen with renewable energy technologies like wind, solar, and hydro, hybrid systems can mitigate intermittency challenges, enhance grid stability, and enable long-term energy storage. This paper explores the potential of integrating green hydrogen into hybrid systems, examining key challenges such as technological limitations, economic feasibility, and regulatory hurdles. Furthermore, it discusses the opportunities for decarbonizing high-emission industrial sectors and the role of green hydrogen in energy storage and grid integration. Drawing from global case studies and initiatives, this paper highlights the advancements made in green hydrogen production, storage, and infrastructure development. The findings suggest that while significant challenges remain, the future of green hydrogen in hybrid renewable energy systems is promising, contingent on further technological innovation, policy support, and market solutions. Recommendations are provided for future research and policy development to accelerate the widespread adoption of green hydrogen and unlock its full potential in the energy transition.",0.01633279398083687,True
N0063,Renewable energy / Energy policy / Environmental economics,paper,W7213303354,2025-11-30,Biodiversity Impacts of Renewable Energy,"Renewable energy is essential for mitigating climate change but can harm biodiversity through habitat loss. We combine spatial biodiversity data, satellite imagery, and asset-level information on 47,616 hydro, solar, and wind plants to construct a measure of their biodiversity impacts. Solar plants have high aggregate impacts due to land use, while hydro plants are often sited in biodiversity-sensitive areas. Impacts are highly concentrated, skewed, and vary across plants by owner type (listed versus unlisted, financial versus non-financial) and financing structure (project versus corporate finance). Counterfactual analyses show that nearby siting alternatives could reduce impacts substantially without foregoing renewable energy investment.",0.05866280570626259,True
N0063,Renewable energy / Energy policy / Environmental economics,paper,W7117724001,2025-12-31,ANALISA PEMBANGKIT LISTRIK TENAGA BAYU MENGGUNAKAN TURBIN ANGIN SUMBU VERTIKAL TIPE SPIRAL BERKAPASITAS 500 WATT,"Penelitian ini bertujuan menganalisis kinerja turbin angin sumbu vertikal (VAWT) tipe spiral skala kecil pada kecepatan angin rendah di Indonesia, sebagai upaya pengembangan energi terbarukan yang sesuai dengan karakteristik angin lokal. Metode yang digunakan adalah pendekatan eksperimental, meliputi pengujian laboratorium dengan angin buatan dan pengujian lapangan menggunakan angin alami. Parameter yang diukur mencakup kecepatan angin, putaran rotor (RPM), tegangan, arus, dan daya listrik yang dihasilkan. Hasil pengujian laboratorium menunjukkan turbin dapat beroperasi pada kecepatan cut-in sekitar 2 m/s, dengan daya maksimum 17 W pada kecepatan angin 8-9 m/s. Pengujian lapangan pada lokasi Dermaga Tanjung Api-Api menghasilkan daya maksimum hanya 0,689 W dengan kecepatan angin 4-5,5 m/s. Analisis tip speed ratio (TSR) dan koefisien daya (Cp) menunjukkan nilai TSR sekitar 1,6 dan Cp hanya 0,074, jauh di bawah nilai optimal untuk turbin heliks. Faktor utama yang membatasi daya keluaran adalah luas sapuan turbin yang kecil, desain bilah yang belum optimal, torsi rotor yang rendah, serta generator yang terlalu besar untuk skala turbin. Meskipun daya listrik rendah, turbin tetap mampu menggerakkan inverter dan menghasilkan tegangan AC 220 V. Temuan ini memberikan informasi penting mengenai keterbatasan performa turbin skala kecil pada angin rendah dan menjadi dasar bagi pengembangan desain bilah, kesesuaian generator, dan sistem penyimpanan energi agar turbin angin skala kecil dapat beroperasi lebih efisien dan andal di Indonesia",0.9665945172309875,True
N0063,Renewable energy / Energy policy / Environmental economics,paper,W7124443481,2026-01-16,"Transmission, turbines, and trust: The social dynamics and narratives of opposition to renewable energy infrastructure in regional Australia","Governments around the world are decarbonising their energy systems, resulting in a rapid and widespread buildout of new renewable energy generation, storage, and transmission infrastructure. This effort has encountered opposition, including place-based movements in regional areas required to host the infrastructure. Despite growing attention to renewable energy opposition, little is known about the social dynamics within these movements or what participation in them means for those involved. This study provides new and novel insight into the social dynamics and narratives of a regional Australian anti-renewables movement. Drawing on qualitative data from 19 semi-structured interviews with members of the opposition movement in the Wimmera Mallee region of western Victoria, Australia, we find that the social dynamics present in the movement can be understood as an emerging social identity with attendant social norms, shaped by strong links to place. Within this emerging social identity there is vigilant attentiveness to demarcations between ingroups and outgroups, and meaning provided by narratives that frame renewable energy infrastructure as the physical manifestation of deepening distrust of a range of social others including government, renewable energy proponents, and ‘greenie’ actors. For some, opposition to renewables is an extension of resistance to perceived government overreach that began with responses to COVID-19. Our research reveals that navigating this social conflict requires recognising that opposition to infrastructure extends far beyond technical concerns about transmission towers and turbines, instead encompassing a complex web of trust, social identities, place attachments, and intergroup dynamics. • Qualitative study of regional renewable infrastructure opposition movement • Mobilisation is due to landscape protection as well as social grievances • The opposition movement dynamics reveal an emerging social identity • Distrust of renewable energy infrastructure proponents is of central importance",0.5631905794143677,True
