family,scenario,category_id,name,baseline_rank,rank,score,unit_id
core,remove_citation,C0338,相变储热材料与传热增强,37.0,44.0,91.13058551617873,
core,remove_citation,C0340,甲醇电氧化与贵金属催化剂,75.0,98.0,80.26771956856703,
core,remove_citation,C0342,生物质热解气化与水热转化,54.0,85.0,82.23228043143297,
core,remove_citation,C0343,锂电池热行为与安全机制,28.0,46.0,91.04391371340525,
core,remove_citation,C0348,智能电网信息安全与韧性,80.0,74.0,85.58359013867488,
core,remove_citation,C0369,多体系二次电池材料与电解液综述,10.0,10.0,98.13174114021572,
core,remove_citation,C0371,太阳辐射测量估算与大气影响,173.0,144.0,69.52041602465331,
core,remove_citation,C0372,电力节能与新能源应用泛论,194.0,173.0,63.22226502311248,
core,remove_citation,C0378,纳米流体传热性质与强化,76.0,86.0,82.1937596302003,
core,remove_citation,C0379,锅炉蒸汽系统与汽轮机运行,183.0,157.0,66.43875192604006,
core,remove_citation,C0380,天然气管网供给与市场治理,200.0,192.0,60.22727272727272,
core,remove_citation,C0381,光伏发电功率预测方法与装置,153.0,174.0,63.21263482280431,
core,remove_citation,C0383,交通运输车辆与燃料效率,87.0,70.0,85.9495377503852,
core,remove_citation,C0385,辐照材料损伤与稳定性,159.0,134.0,72.13020030816641,
core,remove_citation,C0386,感应电机运行控制与性能,150.0,109.0,77.86979969183359,
core,remove_citation,C0391,水力发电与水轮机系统,144.0,129.0,73.43990755007704,
core,remove_citation,C0394,电力负荷需求与电价预测,55.0,39.0,91.76617873651772,
core,remove_citation,C0407,水系锌电池负极及界面稳定,12.0,26.0,94.17372881355932,
core,remove_citation,C0408,配电网重构与优化运行,112.0,107.0,78.38020030816641,
core,remove_citation,C0412,质子交换膜燃料电池运行与建模,104.0,131.0,73.35323574730353,
core,remove_citation,C0417,固体氧化物电解池与可逆电化学单元,91.0,106.0,78.45724191063175,
core,remove_citation,C0420,碳化硅功率半导体器件,125.0,120.0,76.04969183359015,
core,remove_citation,C0421,柴油机及多燃料内燃机性能,177.0,161.0,66.01502311248073,
core,remove_citation,C0426,太阳能光热及光伏光热系统,40.0,60.0,88.29930662557781,
core,remove_citation,C0427,通用电气工程应用与技术资料,202.0,198.0,59.15832049306625,
core,remove_citation,C0430,电力系统电磁暂态与实时仿真,199.0,193.0,59.996147919876734,
core,remove_citation,C0435,智能电表物联网与用能监测,157.0,119.0,76.0882126348228,
core,remove_citation,C0436,钠离子电池电极材料,8.0,11.0,97.25539291217255,
core,remove_citation,C0439,电气化铁路牵引与供电,198.0,191.0,60.67026194144838,
core,remove_citation,C0443,建筑能效与居民供热用能,48.0,34.0,92.49807395993837,
core,remove_citation,C0446,电力扰动孤岛及异常识别算法,39.0,17.0,95.97457627118644,
core,remove_citation,C0448,水资源调度灌溉与水能利用,152.0,124.0,74.48959938366717,
core,remove_citation,C0451,电力系统暂态电压与稳定性分析,108.0,96.0,80.94183359013869,
core,remove_citation,C0452,风光储及混合能源系统配置,61.0,52.0,89.49345146379044,
core,remove_citation,C0457,电网状态估计相量测量与系统分析,169.0,148.0,68.69221879815099,
core,remove_citation,C0461,电催化制氨与氮循环反应,11.0,16.0,96.13828967642527,
core,remove_citation,C0462,超导电力装置与故障限流,189.0,181.0,61.72958397534668,
core,remove_citation,C0463,区域供热预测与热系统建模,99.0,82.0,82.88713405238828,
core,remove_citation,C0464,潜热及热化学储热系统,71.0,87.0,81.80855161787365,
core,remove_citation,C0465,功率因数校正与变流器电流控制,137.0,116.0,76.64676425269644,
core,remove_citation,C0472,多电平逆变器拓扑与调制,133.0,113.0,77.05123266563945,
core,remove_citation,C0473,二氧化碳地质封存与驱油,33.0,30.0,93.32627118644066,
core,remove_citation,C0481,微生物燃料电池与生物产电,81.0,103.0,79.09283513097071,
core,remove_citation,C0484,配电系统供电设备与可靠性,151.0,111.0,77.60015408320493,
core,remove_citation,C0485,锂钠储能负极纳米材料,65.0,90.0,81.21147919876734,
core,remove_citation,C0487,电池冷却与散热,58.0,105.0,78.66910631741139,
core,remove_citation,C0501,钠电池电解液与界面,142.0,195.0,59.70724191063174,
core,remove_citation,C0532,钙钛矿叠层太阳能电池,126.0,184.0,61.35400616332819,
core,remove_citation,C0533,氮化镓功率与结器件,181.0,199.0,58.89830508474576,
core,remove_citation,C0534,氢能技术经济与生命周期,129.0,187.0,61.16140215716487,
core,remove_citation,C0552,微电网能量管理与经济调度,128.0,165.0,65.06163328197225,
core,remove_citation,C0555,锌空气电池,134.0,189.0,60.74730354391371,
core,remove_citation,C0556,水系锌离子电池,21.0,59.0,88.69414483821262,
core,remove_citation,C0564,波浪能转换装置,179.0,200.0,58.85978428351309,
core,remove_citation,C0576,碱性水电解制氢,131.0,190.0,60.708782742681045,
core,remove_citation,C0577,质子交换膜水电解制氢,127.0,182.0,61.373266563944526,
core,remove_citation,C0592,电池荷电状态估计,106.0,150.0,68.30701078582435,
core,remove_citation,C0593,电池健康状态与寿命预测,68.0,115.0,76.73343605546995,
core,remove_citation,C0598,锂资源提取与分离,109.0,163.0,65.65870570107857,
core,remove_citation,C0616,锂金属负极界面稳定与枝晶抑制,115.0,170.0,63.80007704160246,
core,remove_citation,C0622,谐振与软开关变换器,186.0,197.0,59.29314329738058,
core,remove_citation,C0633,区域供热供冷系统,166.0,186.0,61.32511556240369,
core,remove_citation,C0634,二氧化碳催化加氢与甲烷化,141.0,169.0,63.848228043143294,
core,remove_citation,C0671,二氧化碳固体吸附捕集,113.0,153.0,67.68104776579354,
core,remove_citation,C0672,漂浮式海上风电平台,132.0,171.0,63.60747303543914,
core,remove_citation,C0675,风电出力预测,138.0,166.0,64.83050847457626,
core,remove_citation,C0680,生物质气化制合成气,140.0,178.0,62.230354391371336,
core,remove_citation,C0684,电池热失控与传播,123.0,180.0,62.037750385208,
core,remove_citation,C0700,永磁同步电机控制,168.0,176.0,62.76001540832049,
core,remove_citation,C0712,电力负荷预测,165.0,178.0,62.23035439137134,
core,remove_citation,C0714,层状及富镍锂电正极材料,103.0,149.0,68.49961479198767,
core,remove_citation,C0723,光伏光热联合系统,136.0,175.0,62.91409861325115,
core,remove_citation,C0727,钠离子电池负极材料,94.0,137.0,71.2731124807396,
core,remove_citation,C0728,钠离子电池正极材料,78.0,125.0,74.34514637904468,
core,remove_citation,C0744,潜热储热系统,95.0,138.0,70.91679506933744,
core,remove_institutions,C0004,风能开发与风电技术经济,101.0,108.0,72.28315054835494,
core,remove_institutions,C0005,钙钛矿氧化物电催化,88.0,83.0,77.46759720837488,
core,remove_institutions,C0009,二氧化碳电还原催化,2.0,2.0,98.49542282244175,
core,remove_institutions,C0011,光催化与光生物制氢,31.0,27.0,90.1024200126892,
core,remove_institutions,C0012,聚合物介电绝缘与储能,146.0,145.0,66.264841838122,
core,remove_institutions,C0017,电磁场耦合与电磁换能,190.0,191.0,54.51826339164325,
core,remove_institutions,C0024,海洋资源开发与海上工程,178.0,183.0,56.92921236291127,
core,remove_institutions,C0027,变压器与高压开关设备,188.0,189.0,55.5515272364724,
core,remove_institutions,C0028,电动汽车充电设施及并网,83.0,84.0,77.35883259312969,
core,remove_institutions,C0031,车辆驱动制动与运动控制,155.0,152.0,64.88715671168313,
core,remove_institutions,C0033,石油产业与油价经济,135.0,144.0,66.46424363273815,
core,remove_institutions,C0037,光催化二氧化碳转化与氧化还原,3.0,3.0,98.22351128432884,
core,remove_institutions,C0044,二氧化碳及混合气体膜分离,116.0,113.0,71.75745490800325,
core,remove_institutions,C0046,煤气化与燃煤清洁转化,148.0,140.0,67.38874286232213,
core,remove_institutions,C0048,配电网柔性调度与协同规划,100.0,97.0,74.78473669899392,
core,remove_institutions,C0050,固态及凝胶聚合物电解质,34.0,33.0,88.65222514275355,
core,remove_institutions,C0056,电储能系统配置与运行,52.0,54.0,82.68829874014321,
core,remove_institutions,C0059,厌氧过程微生物与生物能源,53.0,60.0,81.76379951055922,
core,remove_institutions,C0060,超级电容器电极与器件,1.0,1.0,98.87609897579986,
core,remove_institutions,C0063,生物质热解与炭化,32.0,39.0,86.91199129883078,
core,remove_institutions,C0067,钙钛矿太阳能电池界面与器件性能,5.0,8.0,97.33526692649323,
core,remove_institutions,C0069,宽禁带半导体外延与结器件,156.0,156.0,64.30707876370889,
core,remove_institutions,C0072,氢能产业与制氢技术经济,20.0,29.0,89.48608719296654,
core,remove_institutions,C0082,智能电网体系与通信,143.0,148.0,65.75727363364452,
core,remove_institutions,C0083,配电网电压无功与电能质量,158.0,158.0,63.96265748209915,
core,remove_institutions,C0086,光伏组件性能建模与故障检测,60.0,71.0,79.67914438502673,
core,remove_institutions,C0088,污水厌氧处理与产能回收,114.0,135.0,68.38575183540289,
core,remove_institutions,C0091,等离子体湍流与不稳定性,172.0,171.0,60.31904287138584,
core,remove_institutions,C0098,建筑与工业冷却节能,120.0,129.0,69.18335901386749,
core,remove_institutions,C0102,电力设备与线路故障检测、定位和诊断,70.0,74.0,79.37097797516542,
core,remove_institutions,C0104,发动机燃气轮机与动力机械,184.0,186.0,55.87782108220792,
core,remove_institutions,C0105,微电网能量管理与优化,69.0,70.0,79.78790900027192,
core,remove_institutions,C0106,电动汽车推广与整车能耗,57.0,72.0,79.58850720565577,
core,remove_institutions,C0109,水系锌电池与锌空气电池,22.0,18.0,92.5677512915798,
core,remove_institutions,C0115,二氧化碳吸收溶解与水合物,82.0,79.0,77.97516541285235,
core,remove_institutions,C0117,制冷循环工质与能效,122.0,137.0,68.18635004078672,
core,remove_institutions,C0120,电力载波与通信传输,180.0,182.0,57.03797697815644,
core,remove_institutions,C0121,波浪能装置与海洋水动力,59.0,58.0,82.18073053566575,
core,remove_institutions,C0122,热电材料与热电性能优化,16.0,21.0,91.7882715489894,
core,remove_institutions,C0123,磁约束等离子体运行与边界,154.0,146.0,66.17420465875101,
core,remove_institutions,C0124,电力系统碳计量与低碳调度,163.0,163.0,63.328197226502304,
core,remove_institutions,C0125,重整气化与合成气制氢,73.0,75.0,79.26221335992022,
core,remove_institutions,C0127,质子交换及功能聚合物膜,62.0,53.0,82.76080848363998,
core,remove_institutions,C0129,生物质与污泥厌氧消化产气,46.0,49.0,83.26837668811746,
core,remove_institutions,C0130,能源网络安全与隐私保护,79.0,88.0,76.63373515816188,
core,remove_institutions,C0132,超级电容器复合电极材料,19.0,25.0,90.84564488353124,
core,remove_institutions,C0136,电力市场机制与产消者经济,119.0,131.0,68.91144747575456,
core,remove_institutions,C0137,电解与其他路线制氢技术,41.0,40.0,85.93310976162421,
core,remove_institutions,C0138,光伏出力预测与系统参数建模,43.0,46.0,83.59467053385299,
core,remove_institutions,C0139,变压器油纸绝缘诊断,196.0,194.0,53.46687211093991,
core,remove_institutions,C0140,厌氧微生物产甲烷机制,85.0,93.0,75.52796156983594,
core,remove_institutions,C0143,微电网变流器协调与功率分配,63.0,61.0,81.20184899845918,
core,remove_institutions,C0144,能源作物种植与生物质采收,170.0,177.0,58.488171848092094,
core,remove_institutions,C0146,铁基催化剂与氧电催化,9.0,10.0,96.44702256865769,
core,remove_institutions,C0150,储能技术与能量转换综述,124.0,126.0,69.87220157708691,
core,remove_institutions,C0151,多孔碳吸附二氧化碳,29.0,34.0,88.36218616876641,
core,remove_institutions,C0154,无线电能传输电路与系统,110.0,114.0,71.57618054926131,
core,remove_institutions,C0155,电解水析氧催化,3.0,4.0,98.16912897670623,
core,remove_institutions,C0156,电力交易竞价与市场优化,89.0,94.0,75.20166772410043,
core,remove_institutions,C0158,有机光伏材料、器件与载流子输运,18.0,20.0,91.91516360010876,
core,remove_institutions,C0159,太阳辐照预测与光伏环境建模,98.0,107.0,72.37378772772591,
core,remove_institutions,C0161,车辆操稳道路与轮胎交互,164.0,168.0,61.98676697181183,
core,remove_institutions,C0164,输电线路雷电接地与电磁影响,195.0,195.0,53.303725188072136,
core,remove_institutions,C0165,天然气供能与燃气动力系统,187.0,187.0,55.76905646696275,
core,remove_institutions,C0166,多类太阳能电池结构与性能,92.0,95.0,74.8935013142391,
core,remove_institutions,C0169,电池荷电状态健康状态与建模,35.0,35.0,88.32593129701804,
core,remove_institutions,C0171,最优潮流与电网优化运行,160.0,159.0,63.94453004622496,
core,remove_institutions,C0172,燃烧稳定与低污染排放,130.0,136.0,68.25885978428352,
core,remove_institutions,C0176,光伏最大功率点跟踪,67.0,72.0,79.58850720565576,
core,remove_institutions,C0181,聚变装置与粒子束工程,193.0,193.0,54.17384211003353,
core,remove_institutions,C0183,通用控制器与电力控制算法,64.0,65.0,80.18671258950421,
core,remove_institutions,C0185,风电场运行与功率优化,107.0,118.0,70.90546542191606,
core,remove_institutions,C0186,煤热解气化与煤质特性,102.0,89.0,76.36182362004892,
core,remove_institutions,C0189,风力机叶片与气动设计,44.0,44.0,84.48291489168855,
core,remove_institutions,C0191,固态储氢材料与反应器,15.0,16.0,93.67352487990571,
core,remove_institutions,C0195,碳捕集封存与碳移除系统,65.0,82.0,77.55823438774586,
core,remove_institutions,C0196,混合动力与整车能量管理,50.0,47.0,83.504033354482,
core,remove_institutions,C0200,直流输电保护与故障限流,147.0,143.0,66.6999002991027,
core,remove_institutions,C0205,电池测试表征与性能评估,86.0,80.0,77.90265566935557,
core,remove_institutions,C0210,地热资源开发与换热,97.0,98.0,74.02338439227772,
core,remove_institutions,C0211,直流变换器拓扑与设计,90.0,91.0,75.98114746669083,
core,remove_institutions,C0212,等离子体波与高能粒子作用,149.0,147.0,65.8660382488897,
core,remove_institutions,C0213,电力电缆绝缘与运行诊断,185.0,185.0,56.131605184446656,
core,remove_institutions,C0216,电力可靠性与电气安全,176.0,177.0,58.48817184809209,
core,remove_institutions,C0220,局部放电电晕与放电物理,192.0,192.0,54.31886159702709,
core,remove_institutions,C0221,锂金属沉积与含锂电极材料,26.0,28.0,89.7217438593311,
core,remove_institutions,C0222,木质纤维素预处理与生化转化,49.0,48.0,83.44965104685943,
core,remove_institutions,C0223,泵水轮机与水力机械流动,105.0,110.0,71.90247439499683,
core,remove_institutions,C0227,空调通风与空气处理,162.0,162.0,63.41883440587328,
core,remove_institutions,C0228,能源审计与综合节能评估,145.0,150.0,65.06843107042509,
core,remove_institutions,C0233,半导体光电化学水分解,25.0,23.0,90.9544094987764,
core,remove_institutions,C0234,软开关谐振与交流变换器,167.0,169.0,61.13477748572465,
core,remove_institutions,C0235,热电发电器件与热设计,95.0,100.0,73.60645336717121,
core,remove_institutions,C0236,氢能供给加氢与系统集成,47.0,42.0,84.7548264298015,
core,remove_institutions,C0237,分布式光伏部署与技术经济,45.0,55.0,82.45264207377865,
core,remove_institutions,C0243,生物油热解与燃料升级,72.0,76.0,78.6096256684492,
core,remove_institutions,C0245,碳基超级电容器电极,24.0,22.0,91.11755642164415,
core,remove_institutions,C0246,虚拟电厂资源聚合与调度,171.0,166.0,62.5668449197861,
core,remove_institutions,C0250,热力循环余热与联供系统,118.0,134.0,68.58515363001902,
core,remove_institutions,C0251,充电站选址与充电调度,38.0,36.0,87.41955950330825,
core,remove_institutions,C0252,热泵与区域供热供冷,121.0,133.0,68.83893773225778,
core,remove_institutions,C0253,二氧化碳加氢与多类催化反应,36.0,32.0,88.72473488625033,
core,remove_institutions,C0254,电催化析氢与界面调控,6.0,7.0,97.4802864134868,
core,remove_institutions,C0258,综合能源系统协同管理与优化调度,23.0,31.0,88.96039155261487,
core,remove_institutions,C0259,锂硫电池正极与多硫化物调控,30.0,19.0,92.45898667633465,
core,remove_institutions,C0265,覆冰冻结与除冰传热,191.0,190.0,54.6995377503852,
core,remove_institutions,C0271,沼气及多路线生物燃料,76.0,87.0,77.01441131151998,
core,remove_institutions,C0275,风电发电机与并网控制,111.0,117.0,71.21363183177739,
core,remove_institutions,C0276,锂离子电池负极材料,13.0,15.0,94.27173026375418,
core,remove_institutions,C0278,整体电催化水分解,7.0,5.0,97.98785461796427,
core,remove_institutions,C0285,热泵换热器与热管理设计,74.0,64.0,80.34985951237198,
core,remove_institutions,C0286,燃料电池铂基催化剂,17.0,17.0,92.89404513731532,
core,remove_institutions,C0287,核裂变聚变与核电工程,182.0,181.0,57.05610441403063,
core,remove_institutions,C0293,电池系统管理与全寿命利用,42.0,45.0,83.75781745672073,
core,remove_institutions,C0296,供水管网水力状态与节能调度,174.0,174.0,59.10450466781474,
core,remove_institutions,C0297,废旧锂电池回收、分离与材料再生,27.0,26.0,90.1205474485634,
core,remove_institutions,C0298,场效应晶体管结构与建模,161.0,154.0,64.37958850720565,
core,remove_institutions,C0302,制冷循环与余热驱动制冷,84.0,68.0,79.87854617964287,
core,remove_institutions,C0306,电能质量谐波检测与信号分析,175.0,175.0,58.97761261669536,
core,remove_institutions,C0307,对流換热与换热器热工分析,93.0,103.0,73.44330644430346,
core,remove_institutions,C0316,多种燃料燃烧与排放评估,139.0,149.0,65.55787183902837,
core,remove_institutions,C0319,等离子体动力学与磁约束,197.0,197.0,52.52424544548173,
core,remove_institutions,C0320,二氧化碳捕集材料与工艺,51.0,52.0,82.7789359195142,
core,remove_institutions,C0327,风速与风电出力预测,117.0,124.0,70.03534849995468,
core,remove_institutions,C0328,太阳能集热器与光热利用,56.0,63.0,80.40424181999455,
core,remove_institutions,C0330,太阳能界面蒸发与海水淡化,13.0,14.0,94.65240641711227,
core,remove_institutions,C0337,光伏跟踪与太阳能装置控制,201.0,201.0,49.859512371974986,
core,remove_institutions,C0338,相变储热材料与传热增强,37.0,38.0,86.98450104232755,
core,remove_institutions,C0340,甲醇电氧化与贵金属催化剂,75.0,77.0,78.19269464334269,
core,remove_institutions,C0342,生物质热解气化与水热转化,54.0,56.0,82.39825976615607,
core,remove_institutions,C0343,锂电池热行为与安全机制,28.0,24.0,90.918154627028,
core,remove_institutions,C0348,智能电网信息安全与韧性,80.0,78.0,78.10205746397172,
core,remove_institutions,C0369,多体系二次电池材料与电解液综述,10.0,12.0,95.9031994924318,
core,remove_institutions,C0371,太阳辐射测量估算与大气影响,173.0,179.0,58.27064261760173,
core,remove_institutions,C0372,电力节能与新能源应用泛论,194.0,196.0,53.24934288044956,
core,remove_institutions,C0378,纳米流体传热性质与强化,76.0,69.0,79.8422913078945,
core,remove_institutions,C0379,锅炉蒸汽系统与汽轮机运行,183.0,184.0,56.53040877367896,
core,remove_institutions,C0380,天然气管网供给与市场治理,200.0,200.0,50.13142391008791,
core,remove_institutions,C0381,光伏发电功率预测方法与装置,153.0,142.0,66.75428260672528,
core,remove_institutions,C0383,交通运输车辆与燃料效率,87.0,96.0,74.83911900661651,
core,remove_institutions,C0385,辐照材料损伤与稳定性,159.0,155.0,64.36146107133146,
core,remove_institutions,C0386,感应电机运行控制与性能,150.0,153.0,64.66962748119279,
core,remove_institutions,C0391,水力发电与水轮机系统,144.0,151.0,65.0503036345509,
core,remove_institutions,C0394,电力负荷需求与电价预测,55.0,67.0,80.02356566663644,
core,remove_institutions,C0407,水系锌电池负极及界面稳定,12.0,6.0,97.589051028732,
core,remove_institutions,C0408,配电网重构与优化运行,112.0,115.0,71.52179824163872,
core,remove_institutions,C0412,质子交换膜燃料电池运行与建模,104.0,104.0,73.40705157255506,
core,remove_institutions,C0417,固体氧化物电解池与可逆电化学单元,91.0,92.0,75.6729810568295,
core,remove_institutions,C0420,碳化硅功率半导体器件,125.0,123.0,70.18036798694823,
core,remove_institutions,C0421,柴油机及多燃料内燃机性能,177.0,176.0,58.59693646333726,
core,remove_institutions,C0426,太阳能光热及光伏光热系统,40.0,36.0,87.41955950330824,
core,remove_institutions,C0427,通用电气工程应用与技术资料,202.0,202.0,49.18879724462975,
core,remove_institutions,C0430,电力系统电磁暂态与实时仿真,199.0,199.0,50.87464878092993,
core,remove_institutions,C0435,智能电表物联网与用能监测,157.0,160.0,63.92640261035076,
core,remove_institutions,C0436,钠离子电池电极材料,8.0,9.0,97.13586513187708,
core,remove_institutions,C0439,电气化铁路牵引与供电,198.0,198.0,51.87165775401069,
core,remove_institutions,C0443,建筑能效与居民供热用能,48.0,51.0,82.88770053475936,
core,remove_institutions,C0446,电力扰动孤岛及异常识别算法,39.0,41.0,85.75183540288225,
core,remove_institutions,C0448,水资源调度灌溉与水能利用,152.0,165.0,62.838756457899024,
core,remove_institutions,C0451,电力系统暂态电压与稳定性分析,108.0,112.0,71.79370977975165,
core,remove_institutions,C0452,风光储及混合能源系统配置,61.0,66.0,80.13233028188162,
core,remove_institutions,C0457,电网状态估计相量测量与系统分析,169.0,170.0,60.44593492250521,
core,remove_institutions,C0461,电催化制氨与氮循环反应,11.0,11.0,96.13885615879634,
core,remove_institutions,C0462,超导电力装置与故障限流,189.0,188.0,55.58778210822079,
core,remove_institutions,C0463,区域供热预测与热系统建模,99.0,106.0,72.88135593220339,
core,remove_institutions,C0464,潜热及热化学储热系统,71.0,62.0,81.002447203843,
core,remove_institutions,C0465,功率因数校正与变流器电流控制,137.0,141.0,67.11683132420919,
core,remove_institutions,C0472,多电平逆变器拓扑与调制,133.0,139.0,68.11384029728995,
core,remove_institutions,C0473,二氧化碳地质封存与驱油,33.0,30.0,88.99664642436328,
core,remove_institutions,C0481,微生物燃料电池与生物产电,81.0,81.0,77.66699900299103,
core,remove_institutions,C0484,配电系统供电设备与可靠性,151.0,157.0,64.19831414846368,
core,remove_institutions,C0485,锂钠储能负极纳米材料,65.0,56.0,82.39825976615607,
core,remove_institutions,C0487,电池冷却与散热,58.0,43.0,84.57355207105955,
core,remove_institutions,C0501,钠电池电解液与界面,142.0,130.0,68.92957491162875,
core,remove_institutions,C0532,钙钛矿叠层太阳能电池,126.0,115.0,71.52179824163872,
core,remove_institutions,C0533,氮化镓功率与结器件,181.0,173.0,59.37641620592766,
core,remove_institutions,C0534,氢能技术经济与生命周期,129.0,122.0,70.32538747394182,
core,remove_institutions,C0552,微电网能量管理与经济调度,128.0,125.0,69.9265838847095,
core,remove_institutions,C0555,锌空气电池,134.0,121.0,70.45227952506119,
core,remove_institutions,C0556,水系锌离子电池,21.0,13.0,94.88806308347684,
core,remove_institutions,C0564,波浪能转换装置,179.0,172.0,60.1015136408955,
core,remove_institutions,C0576,碱性水电解制氢,131.0,120.0,70.61542644792894,
core,remove_institutions,C0577,质子交换膜水电解制氢,127.0,111.0,71.82996465150005,
core,remove_institutions,C0592,电池荷电状态估计,106.0,99.0,73.6608356747938,
core,remove_institutions,C0593,电池健康状态与寿命预测,68.0,50.0,83.17773950874648,
core,remove_institutions,C0598,锂资源提取与分离,109.0,102.0,73.47956131605183,
core,remove_institutions,C0616,锂金属负极界面稳定与枝晶抑制,115.0,101.0,73.57019849542282,
core,remove_institutions,C0622,谐振与软开关变换器,186.0,180.0,57.40052569564035,
core,remove_institutions,C0633,区域供热供冷系统,166.0,164.0,63.09254056013776,
core,remove_institutions,C0634,二氧化碳催化加氢与甲烷化,141.0,138.0,68.13196773316415,
core,remove_institutions,C0671,二氧化碳固体吸附捕集,113.0,109.0,72.0656213178646,
core,remove_institutions,C0672,漂浮式海上风电平台,132.0,119.0,70.88733798604187,
core,remove_institutions,C0675,风电出力预测,138.0,128.0,69.32837850086105,
core,remove_institutions,C0680,生物质气化制合成气,140.0,132.0,68.89332003988035,
core,remove_institutions,C0684,电池热失控与传播,123.0,105.0,73.15326747031632,
core,remove_institutions,C0700,永磁同步电机控制,168.0,167.0,62.45808030454092,
core,remove_institutions,C0712,电力负荷预测,165.0,161.0,63.545726456992654,
core,remove_institutions,C0714,层状及富镍锂电正极材料,103.0,90.0,76.28931387655214,
core,remove_institutions,C0723,光伏光热联合系统,136.0,127.0,69.74530952596754,
core,remove_institutions,C0727,钠离子电池负极材料,94.0,85.0,77.32257772138131,
core,remove_institutions,C0728,钠离子电池正极材料,78.0,59.0,82.05383848454635,
core,remove_institutions,C0744,潜热储热系统,95.0,86.0,77.03253874739417,
core,remove_persistence,C0004,风能开发与风电技术经济,101.0,101.0,69.69999093628206,
core,remove_persistence,C0005,钙钛矿氧化物电催化,88.0,88.0,71.94779298468232,
core,remove_persistence,C0009,二氧化碳电还原催化,2.0,2.0,97.9787909000272,
core,remove_persistence,C0011,光催化与光生物制氢,31.0,31.0,86.59476117103236,
core,remove_persistence,C0012,聚合物介电绝缘与储能,146.0,146.0,59.7117737696003,
core,remove_persistence,C0017,电磁场耦合与电磁换能,190.0,190.0,46.55125532493428,
core,remove_persistence,C0024,海洋资源开发与海上工程,178.0,178.0,51.00154083204931,
core,remove_persistence,C0027,变压器与高压开关设备,188.0,188.0,47.55732801595214,
core,remove_persistence,C0028,电动汽车充电设施及并网,83.0,83.0,73.87836490528414,
core,remove_persistence,C0031,车辆驱动制动与运动控制,155.0,155.0,58.36127979697272,
core,remove_persistence,C0033,石油产业与油价经济,135.0,135.0,61.54264479289404,
core,remove_persistence,C0037,光催化二氧化碳转化与氧化还原,3.0,3.0,97.89721743859332,
core,remove_persistence,C0044,二氧化碳及混合气体膜分离,116.0,116.0,65.12281337804767,
core,remove_persistence,C0046,煤气化与燃煤清洁转化,148.0,148.0,59.58488171848092,
core,remove_persistence,C0048,配电网柔性调度与协同规划,100.0,100.0,69.86313785914983,
core,remove_persistence,C0050,固态及凝胶聚合物电解质,34.0,34.0,85.79715399256773,
core,remove_persistence,C0056,电储能系统配置与运行,52.0,52.0,79.8604187437687,
core,remove_persistence,C0059,厌氧过程微生物与生物能源,53.0,53.0,79.58850720565576,
core,remove_persistence,C0060,超级电容器电极与器件,1.0,1.0,98.7129520529321,
core,remove_persistence,C0063,生物质热解与炭化,32.0,32.0,86.17783014592587,
core,remove_persistence,C0067,钙钛矿太阳能电池界面与器件性能,5.0,5.0,97.036164234569,
core,remove_persistence,C0069,宽禁带半导体外延与结器件,156.0,156.0,58.0531133871114,
core,remove_persistence,C0072,氢能产业与制氢技术经济,20.0,20.0,89.07821988579714,
core,remove_persistence,C0082,智能电网体系与通信,143.0,143.0,60.29185171757454,
core,remove_persistence,C0083,配电网电压无功与电能质量,158.0,158.0,57.79026556693556,
core,remove_persistence,C0086,光伏组件性能建模与故障检测,60.0,60.0,78.26520438683947,
core,remove_persistence,C0088,污水厌氧处理与产能回收,114.0,114.0,65.23157799329285,
core,remove_persistence,C0091,等离子体湍流与不稳定性,172.0,172.0,52.97743134233662,
core,remove_persistence,C0098,建筑与工业冷却节能,120.0,120.0,64.34333363545727,
core,remove_persistence,C0102,电力设备与线路故障检测、定位和诊断,70.0,70.0,76.46152451735702,
core,remove_persistence,C0104,发动机燃气轮机与动力机械,184.0,184.0,48.45463609172483,
core,remove_persistence,C0105,微电网能量管理与优化,69.0,69.0,76.5793528505393,
core,remove_persistence,C0106,电动汽车推广与整车能耗,57.0,57.0,78.79996374512825,
core,remove_persistence,C0109,水系锌电池与锌空气电池,22.0,22.0,88.8425632194326,
core,remove_persistence,C0115,二氧化碳吸收溶解与水合物,82.0,82.0,73.89649234115835,
core,remove_persistence,C0117,制冷循环工质与能效,122.0,122.0,63.91733889241367,
core,remove_persistence,C0120,电力载波与通信传输,180.0,180.0,50.15861506389921,
core,remove_persistence,C0121,波浪能装置与海洋水动力,59.0,59.0,78.31958669446209,
core,remove_persistence,C0122,热电材料与热电性能优化,16.0,16.0,91.40759539563128,
core,remove_persistence,C0123,磁约束等离子体运行与边界,154.0,154.0,58.45191697634369,
core,remove_persistence,C0124,电力系统碳计量与低碳调度,163.0,163.0,55.76905646696274,
core,remove_persistence,C0125,重整气化与合成气制氢,73.0,73.0,75.64578990301821,
core,remove_persistence,C0127,质子交换及功能聚合物膜,62.0,62.0,77.64887156711684,
core,remove_persistence,C0129,生物质与污泥厌氧消化产气,46.0,46.0,82.2894951509109,
core,remove_persistence,C0130,能源网络安全与隐私保护,79.0,79.0,74.78473669899392,
core,remove_persistence,C0132,超级电容器复合电极材料,19.0,19.0,89.6764252696456,
core,remove_persistence,C0136,电力市场机制与产消者经济,119.0,119.0,64.39771594307983,
