category_id,category_index,name,domain,status,analysis_scope,documents,needs_review_documents,supported_documents
C0274,273,电缆结构材料与敷设,电网与电力系统,宽泛待细分,能源电力直接相关,3320,3320,0
C0275,274,风电发电机与并网控制,风能与水能海洋能源,方向候选,能源电力直接相关,15613,421,0
C0276,275,锂离子电池负极材料,电化学储能,方向候选,能源电力直接相关,23866,2303,0
C0277,276,分子生物学与医学机制,其他基础与关联学科,外围或非研究文本,质量限制观察,10192,10192,0
C0278,277,整体电催化水分解,氢能与燃料电池,方向候选,能源电力直接相关,14069,3032,1590
C0279,278,光伏支架与组件机械固定,太阳能,方向候选,能源电力直接相关,2893,275,0
C0280,279,航空器无人机设计与飞控,其他基础与关联学科,关联基础研究,关联基础或环境研究,13159,46,0
C0281,280,电机磁路转子与铁芯设计,电力电子与电机,宽泛待细分,能源电力直接相关,3413,3413,0
C0282,281,金融投资与风险经济,其他基础与关联学科,关联基础研究,关联基础或环境研究,12326,61,0
C0283,282,油路液压与油浸电气装置,制造与通用装置,混杂待重分,质量限制观察,1308,1308,0
C0284,283,能源标准化许可与专项监管,能源政策与治理,宽泛待细分,能源治理与政策研究,1326,1326,0
C0285,284,热泵换热器与热管理设计,热工与能效,宽泛待细分,能源电力直接相关,11841,11841,0
C0286,285,燃料电池铂基催化剂,氢能与燃料电池,方向候选,能源电力直接相关,14654,2650,0
C0287,286,核裂变聚变与核电工程,核能与等离子体,宽泛待细分,能源电力直接相关,9653,9653,0
C0288,287,多体系电池配方与器件,电化学储能,混杂待重分,质量限制观察,4481,4481,0
C0289,288,锌基硫族及氧化物薄膜,能源材料与电化学基础,关联基础研究,关联基础或环境研究,13393,631,0
C0290,289,铁氧化物磁性纳米材料,能源材料与电化学基础,关联基础研究,关联基础或环境研究,16456,284,0
C0291,290,瓶装液化石油气价格政策,能源政策与治理,政策类群,能源治理与政策研究,218,0,0
C0292,291,仿真软件硬件在环与教学平台,数字技术与测量,宽泛待细分,关联基础或环境研究,10712,10712,0
C0293,292,电池系统管理与全寿命利用,电化学储能,宽泛待细分,能源电力直接相关,9865,9865,0
C0294,293,电池管理与均衡控制,电化学储能,方向候选,能源电力直接相关,3982,992,0
C0295,294,光学薄膜与发光表征,能源材料与电化学基础,关联基础研究,关联基础或环境研究,11116,78,0
C0296,295,供水管网水力状态与节能调度,热工与能效,方向候选,能源电力直接相关,6751,326,0
C0297,296,废旧锂电池回收、分离与材料再生,电化学储能,方向候选,能源电力直接相关,8343,1814,0
C0298,297,场效应晶体管结构与建模,电力电子与电机,宽泛待细分,能源电力直接相关,11901,9940,1961
C0299,298,温度测量监测与温控装置,数字技术与测量,宽泛待细分,关联基础或环境研究,2838,2838,0
C0300,299,出版商模板干扰的多能源文本,其他基础与关联学科,混杂待重分,质量限制观察,11350,11350,0
C0301,300,半导体离子注入与辐照缺陷,能源材料与电化学基础,关联基础研究,关联基础或环境研究,9288,519,0
C0302,301,制冷循环与余热驱动制冷,热工与能效,宽泛待细分,能源电力直接相关,7475,7475,0
C0303,302,照明灯具与光学部件,电力电子与电机,宽泛待细分,能源电力直接相关,6011,6011,0
C0304,303,二氧化钛纳米结构制备与基础应用,能源材料与电化学基础,关联基础研究,关联基础或环境研究,35044,2157,0
C0305,304,电气设备防护监测及杂项装置,电网与电力系统,混杂待重分,质量限制观察,3112,3112,0
C0306,305,电能质量谐波检测与信号分析,电网与电力系统,方向候选,能源电力直接相关,16094,689,0
C0307,306,对流換热与换热器热工分析,热工与能效,宽泛待细分,能源电力直接相关,14706,14706,0
C0308,307,变电站自动化与电网监控,电网与电力系统,宽泛待细分,能源电力直接相关,12737,12737,0
C0309,308,电动车辆及充电系统装置,交通与充电,宽泛待细分,能源电力直接相关,2888,2888,0
C0310,309,复合氧化物合成与电化学性质,能源材料与电化学基础,混杂待重分,质量限制观察,10419,10419,0
C0311,310,变换器与电机变压器保护混合,电力电子与电机,混杂待重分,质量限制观察,13450,13450,0
C0312,311,书目碎片封面与其他非研究文本,其他基础与关联学科,外围或非研究文本,质量限制观察,3892,3892,0
C0313,312,电力系统频率控制及通用控制方法,电网与电力系统,混杂待重分,质量限制观察,10080,10080,0
C0314,313,多体系电催化剂与电池材料制备,能源材料与电化学基础,混杂待重分,质量限制观察,3076,3076,0
C0315,314,中国能源转型与区域低碳经济,能源政策与治理,宽泛待细分,能源治理与政策研究,15098,15098,0
C0316,315,多种燃料燃烧与排放评估,化石能源,宽泛待细分,能源电力直接相关,11126,11126,0
C0317,316,溶剂萃取与化学分离,能源材料与电化学基础,关联基础研究,关联基础或环境研究,12010,234,0
C0318,317,时钟同步与时延建模,数字技术与测量,关联基础研究,关联基础或环境研究,9040,82,0
C0319,318,等离子体动力学与磁约束,核能与等离子体,宽泛待细分,能源电力直接相关,12382,12382,0
C0320,319,二氧化碳捕集材料与工艺,碳与环境,宽泛待细分,能源电力直接相关,10508,10508,0
C0321,320,海上风电平台与波浪能装置,风能与水能海洋能源,混杂待重分,质量限制观察,3640,3640,0
C0322,321,硫化物固态电解质与锂硫材料混合,电化学储能,混杂待重分,质量限制观察,1312,1312,0
C0323,322,林业经营与森林资源利用,生物质与资源循环,宽泛待细分,关联基础或环境研究,13405,13405,0
C0324,323,多体系纳米结构与复合材料,能源材料与电化学基础,关联基础研究,关联基础或环境研究,12869,224,0
C0325,324,锅炉气化与工业余热回收装置,热工与能效,混杂待重分,质量限制观察,2837,2837,0
C0326,325,心血管及其他临床医学研究,其他基础与关联学科,外围或非研究文本,质量限制观察,8159,8159,0
C0327,326,风速与风电出力预测,风能与水能海洋能源,方向候选,能源电力直接相关,6143,911,0
C0328,327,太阳能集热器与光热利用,太阳能,宽泛待细分,能源电力直接相关,13971,13971,0
C0329,328,电机驱动与机械传动装置,电力电子与电机,宽泛待细分,能源电力直接相关,2639,2639,0
C0330,329,太阳能界面蒸发与海水淡化,太阳能,方向候选,能源电力直接相关,11270,647,1028
C0331,330,能效标识与多类财税结算政策混合,能源政策与治理,混杂待重分,质量限制观察,385,385,0
C0332,331,可编程芯片与实时硬件实现,数字技术与测量,宽泛待细分,关联基础或环境研究,8577,8577,0
C0333,332,网格数值计算与跨领域仿真混合,其他基础与关联学科,混杂待重分,质量限制观察,9398,9398,0
C0334,333,钴基氧化物电催化与储能材料,能源材料与电化学基础,宽泛待细分,关联基础或环境研究,9586,9586,0
C0335,334,供电连接与电源电路装置,电力电子与电机,宽泛待细分,能源电力直接相关,2322,2322,0
C0336,335,硅碳负极材料与制备,电化学储能,方向候选,能源电力直接相关,3071,239,2087
C0337,336,光伏跟踪与太阳能装置控制,太阳能,宽泛待细分,能源电力直接相关,5409,5409,0
C0338,337,相变储热材料与传热增强,热工与能效,方向候选,能源电力直接相关,11745,372,0
C0339,338,关键矿产供给与采矿资源,其他基础与关联学科,关联基础研究,关联基础或环境研究,10275,135,0
C0340,339,甲醇电氧化与贵金属催化剂,氢能与燃料电池,方向候选,能源电力直接相关,14352,1018,0
C0341,340,层状二维材料电子及声子性质,能源材料与电化学基础,关联基础研究,关联基础或环境研究,15760,72,0
C0342,341,生物质热解气化与水热转化,生物质与资源循环,宽泛待细分,能源电力直接相关,9663,9663,0
C0343,342,锂电池热行为与安全机制,电化学储能,宽泛待细分,能源电力直接相关,11803,11803,0
C0344,343,电池热管理排气与壳体安全装置,电化学储能,宽泛待细分,能源电力直接相关,1790,1790,0
C0345,344,共轭高分子与光电复合材料,能源材料与电化学基础,关联基础研究,关联基础或环境研究,10495,533,0
C0346,345,离子交换膜传输及电化学应用,能源材料与电化学基础,宽泛待细分,关联基础或环境研究,8263,8263,0
C0347,346,欧洲能源转型与一般区域政治混合,能源政策与治理,混杂待重分,质量限制观察,9789,9789,0
C0348,347,智能电网信息安全与韧性,电网与电力系统,宽泛待细分,能源电力直接相关,7783,7783,0
C0349,348,二硫化钼等二维材料与器件,能源材料与电化学基础,关联基础研究,关联基础或环境研究,11392,729,0
C0350,349,能源地缘政治与一般国际关系混合,能源政策与治理,混杂待重分,质量限制观察,15605,15605,0
C0351,350,输配电线路视觉巡检与无人机检测,电网与电力系统,方向候选,能源电力直接相关,4023,73,0
C0352,351,机械摩擦传动与力学测量,制造与通用装置,宽泛待细分,关联基础或环境研究,13037,13037,0
C0353,352,能源发展规划与综合指导政策,能源政策与治理,政策类群,能源治理与政策研究,1440,60,0
C0354,353,可再生能源发展与多技术评价,能源政策与治理,宽泛待细分,能源治理与政策研究,18807,18807,0
C0355,354,染料敏化太阳能电池材料与器件,太阳能,方向候选,能源电力直接相关,18402,629,11728
C0356,355,电力知识处理与智能决策系统,数字技术与测量,宽泛待细分,能源电力直接相关,3934,3934,0
C0357,356,水泥混凝土性能与碳化,能源材料与电化学基础,关联基础研究,关联基础或环境研究,6615,224,0
C0358,357,非贵金属氧还原电催化材料,能源材料与电化学基础,方向候选,能源电力直接相关,13639,3796,2222
C0359,358,充电基础设施与公用事业接入政策混合,能源政策与治理,混杂待重分,质量限制观察,528,528,0
C0360,359,多孔碳材料及储能环境应用,能源材料与电化学基础,宽泛待细分,关联基础或环境研究,9681,9681,0
C0361,360,机械装配传动与电气部件混合,制造与通用装置,混杂待重分,质量限制观察,3347,3347,0
C0362,361,荧光粉组分调控与发光性质,能源材料与电化学基础,关联基础研究,关联基础或环境研究,20258,569,0
C0363,362,镉基硫族半导体与量子点,能源材料与电化学基础,关联基础研究,关联基础或环境研究,9898,107,0
C0364,363,有机场效应晶体管,能源材料与电化学基础,关联基础研究,关联基础或环境研究,9261,536,0
C0365,364,电力通信与无线传输装置,数字技术与测量,宽泛待细分,能源电力直接相关,4344,4344,0
C0366,365,功能纤维复合材料与织物,能源材料与电化学基础,关联基础研究,关联基础或环境研究,9030,373,0
C0367,366,铁化合物反应与材料应用,能源材料与电化学基础,关联基础研究,关联基础或环境研究,13464,285,0
C0368,367,铀钍及稀土分离提取,能源材料与电化学基础,宽泛待细分,关联基础或环境研究,8956,8956,0
C0369,368,多体系二次电池材料与电解液综述,电化学储能,宽泛待细分,能源电力直接相关,17643,17643,0
C0370,369,电池状态测量与诊断装置,电化学储能,方向候选,能源电力直接相关,3517,589,0
C0371,370,太阳辐射测量估算与大气影响,太阳能,宽泛待细分,能源电力直接相关,11796,11796,0
C0372,371,电力节能与新能源应用泛论,电网与电力系统,宽泛待细分,能源电力直接相关,9685,9685,0
C0373,372,电源变流电路与电压控制装置,电力电子与电机,宽泛待细分,能源电力直接相关,4046,4046,0
C0374,373,电池包与模组结构装置,电化学储能,方向候选,能源电力直接相关,4363,1384,0
C0375,374,永磁同步电机设计与控制,电力电子与电机,宽泛待细分,能源电力直接相关,8518,8518,0
C0376,375,电气设备散热冷却结构,热工与能效,宽泛待细分,能源电力直接相关,3212,3212,0
C0377,376,换热器热泵与储热装置混合,热工与能效,混杂待重分,质量限制观察,3253,3253,0
C0378,377,纳米流体传热性质与强化,热工与能效,方向候选,能源电力直接相关,7502,210,0
C0379,378,锅炉蒸汽系统与汽轮机运行,热工与能效,宽泛待细分,能源电力直接相关,13765,13765,0
C0380,379,天然气管网供给与市场治理,化石能源,宽泛待细分,能源电力直接相关,8620,8620,0
C0381,380,光伏发电功率预测方法与装置,太阳能,方向候选,能源电力直接相关,2987,173,1468
C0382,381,碳纳米管、纳米纤维与功能复合材料,能源材料与电化学基础,关联基础研究,关联基础或环境研究,24173,1356,0
C0383,382,交通运输车辆与燃料效率,交通与充电,宽泛待细分,能源电力直接相关,11706,11706,0
C0384,383,电缆桥架支撑与线束安装,电网与电力系统,宽泛待细分,能源电力直接相关,2710,2710,0
C0385,384,辐照材料损伤与稳定性,核能与等离子体,宽泛待细分,能源电力直接相关,12273,12273,0
C0386,385,感应电机运行控制与性能,电力电子与电机,方向候选,能源电力直接相关,17650,3776,3591
C0387,386,有机发光二极管与发光材料,能源材料与电化学基础,关联基础研究,关联基础或环境研究,13177,114,8128
C0388,387,风电机组变桨偏航与运行控制,风能与水能海洋能源,方向候选,能源电力直接相关,2259,143,0
C0389,388,计算流体力学与多相流,热工与能效,关联基础研究,关联基础或环境研究,10897,259,0
C0390,389,开关谐振及功率调节电路,电力电子与电机,宽泛待细分,能源电力直接相关,2859,2859,0
C0391,390,水力发电与水轮机系统,风能与水能海洋能源,宽泛待细分,能源电力直接相关,9100,9100,0
C0392,391,电网电压无功与多目标运行优化,电网与电力系统,宽泛待细分,能源电力直接相关,3334,3334,0
C0393,392,配位化学与分子晶体结构,能源材料与电化学基础,关联基础研究,关联基础或环境研究,18524,416,0
C0394,393,电力负荷需求与电价预测,电网与电力系统,宽泛待细分,能源电力直接相关,10024,10024,0
C0395,394,纳米材料热传导与热管理,热工与能效,关联基础研究,关联基础或环境研究,8808,371,0
C0396,395,转写词与文本质量干扰的跨学科混杂,其他基础与关联学科,混杂待重分,质量限制观察,11038,11038,0
C0397,396,风机发电装置与机舱结构,风能与水能海洋能源,宽泛待细分,能源电力直接相关,1653,1653,0
C0398,397,锌锆系及其他无机纳米材料,能源材料与电化学基础,混杂待重分,质量限制观察,13986,13986,0
C0399,398,可见光催化材料与反应,能源材料与电化学基础,宽泛待细分,关联基础或环境研究,15726,15726,0
C0400,399,分类算法与跨领域技术文本混合,数字技术与测量,混杂待重分,质量限制观察,9854,9854,0
C0401,400,期刊会议索引与出版信息,其他基础与关联学科,外围或非研究文本,质量限制观察,17498,17498,0
C0402,401,晶格声子热输运与热膨胀,能源材料与电化学基础,关联基础研究,关联基础或环境研究,18241,447,0
C0403,402,汽车技术产品与零部件资讯,交通与充电,外围或非研究文本,质量限制观察,10587,10587,0
C0404,403,空调系统与能效控制装置,热工与能效,方向候选,能源电力直接相关,1823,31,0
C0405,404,群智能与多目标优化算法,数字技术与测量,关联基础研究,关联基础或环境研究,12905,368,0
C0406,405,结构基础抗震与工程力学,制造与通用装置,关联基础研究,关联基础或环境研究,9105,81,0
C0407,406,水系锌电池负极及界面稳定,电化学储能,方向候选,能源电力直接相关,8655,1503,626
C0408,407,配电网重构与优化运行,电网与电力系统,方向候选,能源电力直接相关,11748,1260,1376
C0409,408,氢氦在材料中的扩散与相互作用,能源材料与电化学基础,关联基础研究,关联基础或环境研究,14327,267,0
C0410,409,沸石硅基及多孔材料合成,能源材料与电化学基础,关联基础研究,关联基础或环境研究,12772,345,0
C0411,410,清洗清扫与净化装置混合,制造与通用装置,混杂待重分,质量限制观察,1742,1742,0
C0412,411,质子交换膜燃料电池运行与建模,氢能与燃料电池,方向候选,能源电力直接相关,9377,3255,1494
C0413,412,二次电池正极活性材料,电化学储能,方向候选,能源电力直接相关,2153,135,0
C0414,413,多孔介质两相流与界面润湿,热工与能效,关联基础研究,关联基础或环境研究,11753,365,0
C0415,414,林木育种栽培与植物生产,生物质与资源循环,关联基础研究,关联基础或环境研究,7893,14,0
C0416,415,晶体生长结构与性质,能源材料与电化学基础,关联基础研究,关联基础或环境研究,12808,133,0
C0417,416,固体氧化物电解池与可逆电化学单元,氢能与燃料电池,方向候选,能源电力直接相关,8704,1225,709
C0418,417,通用信息管理与软件系统,数字技术与测量,外围或非研究文本,质量限制观察,15366,15366,0
C0419,418,聚合物气凝胶与复合材料,能源材料与电化学基础,关联基础研究,关联基础或环境研究,12457,539,0
C0420,419,碳化硅功率半导体器件,电力电子与电机,方向候选,能源电力直接相关,12500,1983,3366
C0421,420,柴油机及多燃料内燃机性能,化石能源,宽泛待细分,能源电力直接相关,10802,10802,0
C0422,421,配电网规划运行与配置方法,电网与电力系统,宽泛待细分,能源电力直接相关,2945,2945,0
C0423,422,气候变化适应与社会经济政策,碳与环境,宽泛待细分,关联基础或环境研究,13409,13409,0
C0424,423,硅系半导体加工与材料性质,能源材料与电化学基础,关联基础研究,关联基础或环境研究,19179,1008,0
C0425,424,巡检机器人与自主移动装置,电网与电力系统,宽泛待细分,能源电力直接相关,4837,4837,0
C0426,425,太阳能光热及光伏光热系统,太阳能,宽泛待细分,能源电力直接相关,12671,12671,0
C0427,426,通用电气工程应用与技术资料,电网与电力系统,宽泛待细分,能源电力直接相关,10503,10503,0
C0428,427,固废电子废物回收与处置,生物质与资源循环,宽泛待细分,关联基础或环境研究,10519,10519,0
C0429,428,磁性材料与铁氧体磁学,能源材料与电化学基础,关联基础研究,关联基础或环境研究,13892,112,0
C0430,429,电力系统电磁暂态与实时仿真,电网与电力系统,方向候选,能源电力直接相关,9599,282,0
C0431,430,电池负极储能材料与储氢材料混合,能源材料与电化学基础,混杂待重分,质量限制观察,9390,9390,0
C0432,431,电机驱动控制方法与装置,电力电子与电机,宽泛待细分,能源电力直接相关,3557,3557,0
C0433,432,风电功率预测与状态监测混合,风能与水能海洋能源,混杂待重分,质量限制观察,1894,1894,0
C0434,433,风电光伏项目建设与扶持政策,能源政策与治理,政策类群,能源治理与政策研究,782,120,0
C0435,434,智能电表物联网与用能监测,电网与电力系统,宽泛待细分,能源电力直接相关,9392,8730,661
C0436,435,钠离子电池电极材料,电化学储能,方向候选,能源电力直接相关,11337,2615,0
C0437,436,矿物岩石与黏土性质,其他基础与关联学科,关联基础研究,关联基础或环境研究,13018,275,0
C0438,437,电力设备数据诊断与异常检测,电网与电力系统,宽泛待细分,能源电力直接相关,3993,3993,0
C0439,438,电气化铁路牵引与供电,交通与充电,方向候选,能源电力直接相关,9216,530,0
C0440,439,铜基硫族薄膜与光伏吸收材料,太阳能,方向候选,能源电力直接相关,10514,102,0
C0441,440,二次电池电解液添加剂与配方,电化学储能,方向候选,能源电力直接相关,3867,522,525
C0442,441,能源专项监管与企业整改公告,能源政策与治理,政策类群,能源治理与政策研究,538,14,0
C0443,442,建筑能效与居民供热用能,热工与能效,宽泛待细分,能源电力直接相关,14418,14418,0
C0444,443,通用计算硬件接口与电子系统,数字技术与测量,关联基础研究,关联基础或环境研究,9748,59,0
C0445,444,雷电电磁场与天体物理混合,其他基础与关联学科,混杂待重分,质量限制观察,10190,10190,0
C0446,445,电力扰动孤岛及异常识别算法,电网与电力系统,宽泛待细分,能源电力直接相关,10590,10590,0
C0447,446,电力安全风险与故障预警系统,电网与电力系统,宽泛待细分,能源电力直接相关,3207,3207,0
C0448,447,水资源调度灌溉与水能利用,风能与水能海洋能源,宽泛待细分,能源电力直接相关,12061,12061,0
C0449,448,电池单体壳体与组件结构,电化学储能,宽泛待细分,能源电力直接相关,3292,3292,0
C0450,449,液压泵阀与流体传动,制造与通用装置,宽泛待细分,关联基础或环境研究,12536,12536,0
C0451,450,电力系统暂态电压与稳定性分析,电网与电力系统,宽泛待细分,能源电力直接相关,12178,12178,0
C0452,451,风光储及混合能源系统配置,电网与电力系统,宽泛待细分,能源电力直接相关,11691,11691,0
C0453,452,电机制造与通用装配装置混合,制造与通用装置,混杂待重分,质量限制观察,2232,2232,0
C0454,453,木材加工与木质资源利用,生物质与资源循环,宽泛待细分,关联基础或环境研究,10199,10199,0
C0455,454,污染物吸附氧化与分离,碳与环境,宽泛待细分,关联基础或环境研究,12686,12686,0
C0456,455,电极组件与活性材料加工,电化学储能,宽泛待细分,能源电力直接相关,2490,2490,0
C0457,456,电网状态估计相量测量与系统分析,电网与电力系统,宽泛待细分,能源电力直接相关,9518,9518,0
C0458,457,气固流动分离与杂项工艺混合,热工与能效,混杂待重分,质量限制观察,8207,8207,0
C0459,458,钛合金陶瓷与MAX相材料,能源材料与电化学基础,关联基础研究,关联基础或环境研究,13802,199,0
C0460,459,电场空间电荷与界面建模,能源材料与电化学基础,关联基础研究,关联基础或环境研究,10769,274,0
C0461,460,电催化制氨与氮循环反应,氢能与燃料电池,宽泛待细分,能源电力直接相关,12028,12028,0
C0462,461,超导电力装置与故障限流,电网与电力系统,方向候选,能源电力直接相关,7935,1121,0
C0463,462,区域供热预测与热系统建模,热工与能效,宽泛待细分,能源电力直接相关,8736,8736,0
C0464,463,潜热及热化学储热系统,热工与能效,宽泛待细分,能源电力直接相关,7724,7724,0
C0465,464,功率因数校正与变流器电流控制,电力电子与电机,宽泛待细分,能源电力直接相关,16282,16282,0
C0466,465,新能源汽车产业与推广政策,能源政策与治理,政策类群,能源治理与政策研究,406,2,0
C0467,466,燃料电池电堆与系统装置,氢能与燃料电池,宽泛待细分,能源电力直接相关,1650,1650,0
C0468,467,网络攻击检测与信息安全,数字技术与测量,宽泛待细分,关联基础或环境研究,10981,10981,0
C0469,468,燃料电池技术与固体氧化物电池,氢能与燃料电池,宽泛待细分,能源电力直接相关,10275,10275,0
C0470,469,电力储能系统集成与运行装置,电化学储能,宽泛待细分,能源电力直接相关,1709,1709,0
C0471,470,风力机叶片塔架与气动结构,风能与水能海洋能源,方向候选,能源电力直接相关,2210,85,0
C0472,471,多电平逆变器拓扑与调制,电力电子与电机,方向候选,能源电力直接相关,13900,381,3222
C0473,472,二氧化碳地质封存与驱油,碳与环境,方向候选,能源电力直接相关,13587,1154,1007
C0474,473,焦炭钙基反应与无机工艺材料混合,能源材料与电化学基础,混杂待重分,质量限制观察,12492,12492,0
C0475,474,钢铁合金腐蚀与耐蚀性能,能源材料与电化学基础,关联基础研究,关联基础或环境研究,14630,195,0
C0476,475,工业废水处理与电化学净化,碳与环境,方向候选,关联基础或环境研究,10981,756,0
C0477,476,节能审查与碳排放评价政策,能源政策与治理,政策类群,能源治理与政策研究,612,11,0
C0478,477,抗菌生物医用纳米材料,其他基础与关联学科,外围或非研究文本,质量限制观察,10637,10637,0
C0479,478,电机绕组线圈与电磁部件,电力电子与电机,宽泛待细分,能源电力直接相关,2587,2587,0
C0480,479,燃气轮机与航空发动机装置,化石能源,宽泛待细分,能源电力直接相关,2200,2200,0
C0481,480,微生物燃料电池与生物产电,生物质与资源循环,方向候选,能源电力直接相关,9337,286,4819
C0482,481,半导体光电探测器,能源材料与电化学基础,关联基础研究,关联基础或环境研究,12215,152,0
C0483,482,电催化氧化还原与催化材料综述,能源材料与电化学基础,宽泛待细分,关联基础或环境研究,12870,12870,0
C0484,483,配电系统供电设备与可靠性,电网与电力系统,宽泛待细分,能源电力直接相关,14541,14541,0
C0485,484,锂钠储能负极纳米材料,电化学储能,宽泛待细分,能源电力直接相关,9846,9846,0
C0486,485,能源发展可及性与能源贫困,能源政策与治理,宽泛待细分,能源治理与政策研究,18681,18681,0
C0487,486,电池冷却与散热,电化学储能,方向候选,能源电力直接相关,5409,0,5389
C0488,487,电池低温预热,电化学储能,方向候选,能源电力直接相关,175,0,175
C0489,488,海上风电开发与技术经济,风能与水能海洋能源,方向候选,能源电力直接相关,337,0,336
C0490,489,风能资源评估与选址,风能与水能海洋能源,方向候选,能源电力直接相关,1906,0,1905
C0491,490,电池电极涂布与辊压,能源专用装置与材料,方向候选,能源电力直接相关,187,0,187
C0492,491,光生物制氢,氢能与燃料电池,方向候选,能源电力直接相关,45,0,45
C0493,492,光催化制氢,氢能与燃料电池,方向候选,能源电力直接相关,12129,0,12117
C0494,493,聚合物介电储能,能源材料与电化学基础,方向候选,能源电力直接相关,4,0,4
C0495,494,聚合物电气绝缘,能源材料与电化学基础,方向候选,能源电力直接相关,49,0,49
C0496,495,集成电路与功率模块封装,电力电子与电机,方向候选,能源电力直接相关,99,0,99
C0497,496,藻类生物燃料,生物质与资源循环,方向候选,能源电力直接相关,154,0,154
C0498,497,生物能源生命周期与可持续性,生物质与资源循环,方向候选,能源电力直接相关,2257,0,2251
C0499,498,电磁能量采集,电力电子与电机,方向候选,能源电力直接相关,481,0,481
C0500,499,压电能量采集,电力电子与电机,方向候选,能源电力直接相关,657,0,657
C0501,500,钠电池电解液与界面,电化学储能,方向候选,能源电力直接相关,1714,0,1714
C0502,501,潮汐与潮流能开发,风能与水能海洋能源,方向候选,能源电力直接相关,380,0,380
C0503,502,充电设施散热,交通与充电,方向候选,能源电力直接相关,34,0,34
C0504,503,电动汽车充电并网影响,交通与充电,方向候选,能源电力直接相关,587,0,586
C0505,504,石油产业投资与经营,能源政策与治理,方向候选,能源治理与政策研究,23,0,23
C0506,505,石油价格与市场经济,能源政策与治理,方向候选,能源治理与政策研究,2430,0,2425
C0507,506,污水污泥营养元素回收,生物质与资源循环,关联基础研究,关联基础或环境研究,22,0,22
C0508,507,污泥脱水与调理,生物质与资源循环,关联基础研究,关联基础或环境研究,160,0,160
C0509,508,太阳能热水与供热装置,太阳能,方向候选,能源电力直接相关,2447,0,2445
C0510,509,光催化二氧化碳还原,碳与环境,方向候选,能源电力直接相关,4770,0,4765
C0511,510,电池装配工装与制造设备,电化学储能,方向候选,能源电力直接相关,498,0,498
C0512,511,无线充电器与装置,交通与充电,方向候选,能源电力直接相关,1215,0,1214
C0513,512,天然气水合物生成与分解,化石能源,方向候选,能源电力直接相关,607,0,607
C0514,513,煤气化工艺与反应,化石能源,方向候选,能源电力直接相关,1126,0,1125
C0515,514,膜法海水淡化,碳与环境,关联基础研究,关联基础或环境研究,1645,0,1641
C0516,515,分离膜污染与清洗,碳与环境,关联基础研究,关联基础或环境研究,2417,0,2415
C0517,516,配电网需求响应与柔性调度,电网与电力系统,方向候选,能源电力直接相关,676,0,675
C0518,517,电池电极粘结剂,电化学储能,方向候选,能源电力直接相关,1440,0,1440
C0519,518,电池隔膜制备与改性,电化学储能,方向候选,能源电力直接相关,1406,0,1406
C0520,519,凝胶聚合物锂电解质,电化学储能,方向候选,能源电力直接相关,1044,0,1044
C0521,520,固态聚合物锂电解质,电化学储能,方向候选,能源电力直接相关,1868,0,1868
C0522,521,销售电价与用户电费政策,能源政策与治理,方向候选,能源治理与政策研究,83,0,83
C0523,522,输配电价监管政策,能源政策与治理,方向候选,能源治理与政策研究,55,0,55
C0524,523,储能运行调度与收益,电化学储能,方向候选,能源电力直接相关,684,0,682
C0525,524,储能容量配置与选址,电化学储能,方向候选,能源电力直接相关,590,0,590
C0526,525,厌氧发酵生物制氢,生物质与资源循环,方向候选,能源电力直接相关,808,0,806
C0527,526,碳税与环境税费,能源政策与治理,方向候选,能源治理与政策研究,2666,0,2662
C0528,527,可再生能源补贴机制,能源政策与治理,方向候选,能源治理与政策研究,120,0,120
C0529,528,钙钛矿吸收层结晶与成膜,太阳能,方向候选,能源电力直接相关,501,0,500
C0530,529,钙钛矿电池界面、钝化与传输层,太阳能,方向候选,能源电力直接相关,6900,0,6897
C0531,530,钙钛矿电池稳定性与衰减,太阳能,方向候选,能源电力直接相关,282,0,282
C0532,531,钙钛矿叠层太阳能电池,太阳能,方向候选,能源电力直接相关,1746,0,1746
C0533,532,氮化镓功率与结器件,电力电子与电机,方向候选,能源电力直接相关,3162,0,3160
C0534,533,氢能技术经济与生命周期,氢能与燃料电池,方向候选,能源电力直接相关,1447,0,1445
C0535,534,燃料电池供气与空压控制,氢能与燃料电池,方向候选,能源电力直接相关,151,0,151
C0536,535,燃料电池水管理,氢能与燃料电池,方向候选,能源电力直接相关,361,0,361
C0537,536,其他材料光催化污染物降解,碳与环境,关联基础研究,关联基础或环境研究,24294,0,24240
C0538,537,智能电网通信架构,电网与电力系统,方向候选,能源电力直接相关,803,0,802
C0539,538,配电网谐波与电能质量治理,电网与电力系统,方向候选,能源电力直接相关,1173,0,1172
C0540,539,配电网电压无功优化,电网与电力系统,方向候选,能源电力直接相关,1149,0,1149
C0541,540,光伏组件退化与寿命,太阳能,方向候选,能源电力直接相关,400,0,399
C0542,541,光伏组件故障与缺陷检测,太阳能,方向候选,能源电力直接相关,1478,0,1476
C0543,542,加氢站与氢气加注,氢能与燃料电池,方向候选,能源电力直接相关,517,0,517
C0544,543,厌氧污水处理反应器,生物质与资源循环,方向候选,能源电力直接相关,280,0,280
C0545,544,电动汽车有序充放电调度,交通与充电,方向候选,能源电力直接相关,839,0,837
C0546,545,永磁电机磁路与结构设计,电力电子与电机,方向候选,能源电力直接相关,233,0,233
C0547,546,建筑冷却与被动降温,热工与能效,方向候选,能源电力直接相关,106,0,106
